t,Sv0,Sv1,Ss0,Sg0,Sg1,Iv0,Iv1,Is0,Ig0,Ig1,Rv0,Rv1,Rs0,Rg0,Rg1,cumIv0,cumIv1,cumIs0,cumIg0,cumIg1,cumIv, pIv,pIs,pIg
366,0.183055,0.183055,0.175093,0.170296,0.170296,0.000245637,0.000245637,0.000775088,0.00108694,0.00108694,0.0166993,0.0166993,0.024132,0.0286168,0.0286168,0.0332133,0.0332133,0.0434457,0.0496177,0.0496177,0.0664266,0.00122819,0.00387544,0.00543468
367,0.183071,0.183071,0.175066,0.170245,0.170245,0.000246366,0.000246366,0.000777152,0.00108969,0.00108969,0.0166823,0.0166823,0.0241564,0.0286653,0.0286653,0.0332427,0.0332427,0.0435384,0.0497475,0.0497475,0.0664855,0.00123183,0.00388576,0.00544843
368,0.183087,0.183087,0.17504,0.170194,0.170194,0.000247088,0.000247088,0.000779198,0.00109241,0.00109241,0.0166654,0.0166654,0.024181,0.028714,0.028714,0.0332722,0.0332722,0.0436312,0.0498775,0.0498775,0.0665445,0.00123544,0.00389599,0.00546204
369,0.183104,0.183104,0.175013,0.170142,0.170142,0.000247806,0.000247806,0.000781225,0.0010951,0.0010951,0.0166487,0.0166487,0.0242057,0.0287629,0.0287629,0.0333018,0.0333018,0.0437243,0.0500078,0.0500078,0.0666037,0.00123903,0.00390613,0.00547552
370,0.183119,0.183119,0.174986,0.17009,0.17009,0.000248518,0.000248518,0.000783234,0.00109777,0.00109777,0.016632,0.016632,0.0242307,0.028812,0.028812,0.0333315,0.0333315,0.0438176,0.0501384,0.0501384,0.066663,0.00124259,0.00391617,0.00548886
371,0.183135,0.183135,0.174959,0.170038,0.170038,0.000249224,0.000249224,0.000785223,0.00110041,0.00110041,0.0166155,0.0166155,0.0242558,0.0288613,0.0288613,0.0333613,0.0333613,0.0439111,0.0502693,0.0502693,0.0667225,0.00124612,0.00392611,0.00550206
372,0.183151,0.183151,0.174932,0.169986,0.169986,0.000249925,0.000249925,0.000787192,0.00110302,0.00110302,0.0165991,0.0165991,0.024281,0.0289107,0.0289107,0.0333911,0.0333911,0.0440048,0.0504005,0.0504005,0.0667822,0.00124963,0.00393596,0.00551512
373,0.183166,0.183166,0.174904,0.169934,0.169934,0.00025062,0.00025062,0.000789142,0.00110561,0.00110561,0.0165829,0.0165829,0.0243064,0.0289603,0.0289603,0.033421,0.033421,0.0440987,0.0505319,0.0505319,0.066842,0.0012531,0.00394571,0.00552803
374,0.183182,0.183182,0.174877,0.169882,0.169882,0.000251309,0.000251309,0.000791072,0.00110816,0.00110816,0.0165668,0.0165668,0.024332,0.02901,0.02901,0.033451,0.033451,0.0441929,0.0506637,0.0506637,0.0669019,0.00125654,0.00395536,0.00554081
375,0.183197,0.183197,0.174849,0.169829,0.169829,0.000251992,0.000251992,0.000792982,0.00111069,0.00111069,0.0165508,0.0165508,0.0243577,0.0290599,0.0290599,0.033481,0.033481,0.0442872,0.0507957,0.0507957,0.066962,0.00125996,0.00396491,0.00555343
376,0.183212,0.183212,0.174822,0.169777,0.169777,0.000252669,0.000252669,0.000794871,0.00111318,0.00111318,0.0165349,0.0165349,0.0243836,0.02911,0.02911,0.0335111,0.0335111,0.0443817,0.0509279,0.0509279,0.0670222,0.00126335,0.00397436,0.00556591
377,0.183228,0.183228,0.174794,0.169724,0.169724,0.00025334,0.00025334,0.00079674,0.00111565,0.00111565,0.0165191,0.0165191,0.0244096,0.0291602,0.0291602,0.0335413,0.0335413,0.0444764,0.0510604,0.0510604,0.0670826,0.0012667,0.0039837,0.00557824
378,0.183242,0.183242,0.174766,0.169671,0.169671,0.000254005,0.000254005,0.000798587,0.00111808,0.00111808,0.0165035,0.0165035,0.0244358,0.0292106,0.0292106,0.0335716,0.0335716,0.0445714,0.0511932,0.0511932,0.0671432,0.00127002,0.00399294,0.00559042
379,0.183257,0.183257,0.174737,0.169618,0.169618,0.000254663,0.000254663,0.000800413,0.00112049,0.00112049,0.016488,0.016488,0.0244621,0.0292611,0.0292611,0.0336019,0.0336019,0.0446665,0.0513262,0.0513262,0.0672038,0.00127332,0.00400207,0.00560245
380,0.183272,0.183272,0.174709,0.169565,0.169565,0.000255315,0.000255315,0.000802218,0.00112286,0.00112286,0.0164726,0.0164726,0.0244886,0.0293118,0.0293118,0.0336323,0.0336323,0.0447618,0.0514595,0.0514595,0.0672647,0.00127658,0.00401109,0.00561432
381,0.183287,0.183287,0.174681,0.169512,0.169512,0.000255961,0.000255961,0.000804002,0.00112521,0.00112521,0.0164573,0.0164573,0.0245151,0.0293625,0.0293625,0.0336628,0.0336628,0.0448573,0.051593,0.051593,0.0673256,0.0012798,0.00402001,0.00562604
382,0.183301,0.183301,0.174652,0.169459,0.169459,0.0002566,0.0002566,0.000805763,0.00112752,0.00112752,0.0164422,0.0164422,0.0245419,0.0294135,0.0294135,0.0336933,0.0336933,0.044953,0.0517267,0.0517267,0.0673867,0.001283,0.00402881,0.0056376
383,0.183316,0.183316,0.174624,0.169406,0.169406,0.000257232,0.000257232,0.000807502,0.0011298,0.0011298,0.0164271,0.0164271,0.0245687,0.0294645,0.0294645,0.033724,0.033724,0.0450489,0.0518607,0.0518607,0.0674479,0.00128616,0.00403751,0.005649
384,0.18333,0.18333,0.174595,0.169352,0.169352,0.000257858,0.000257858,0.000809219,0.00113205,0.00113205,0.0164122,0.0164122,0.0245957,0.0295157,0.0295157,0.0337546,0.0337546,0.0451449,0.0519949,0.0519949,0.0675093,0.00128929,0.0040461,0.00566025
385,0.183344,0.183344,0.174566,0.169299,0.169299,0.000258477,0.000258477,0.000810914,0.00113427,0.00113427,0.0163974,0.0163974,0.0246228,0.029567,0.029567,0.0337854,0.0337854,0.0452411,0.0521294,0.0521294,0.0675708,0.00129238,0.00405457,0.00567133
386,0.183358,0.183358,0.174537,0.169245,0.169245,0.000259089,0.000259089,0.000812585,0.00113645,0.00113645,0.0163826,0.0163826,0.02465,0.0296184,0.0296184,0.0338162,0.0338162,0.0453375,0.052264,0.052264,0.0676324,0.00129544,0.00406293,0.00568225
387,0.183372,0.183372,0.174508,0.169191,0.169191,0.000259694,0.000259694,0.000814234,0.0011386,0.0011386,0.0163681,0.0163681,0.0246774,0.0296699,0.0296699,0.0338471,0.0338471,0.0454341,0.0523989,0.0523989,0.0676941,0.00129847,0.00407117,0.00569301
388,0.183386,0.183386,0.174479,0.169138,0.169138,0.000260292,0.000260292,0.00081586,0.00114072,0.00114072,0.0163536,0.0163536,0.0247048,0.0297216,0.0297216,0.033878,0.033878,0.0455308,0.052534,0.052534,0.067756,0.00130146,0.0040793,0.0057036
389,0.1834,0.1834,0.17445,0.169084,0.169084,0.000260883,0.000260883,0.000817462,0.00114281,0.00114281,0.0163392,0.0163392,0.0247324,0.0297733,0.0297733,0.033909,0.033909,0.0456277,0.0526694,0.0526694,0.067818,0.00130442,0.00408731,0.00571403
390,0.183414,0.183414,0.174421,0.16903,0.16903,0.000261467,0.000261467,0.000819041,0.00114486,0.00114486,0.0163249,0.0163249,0.0247601,0.0298251,0.0298251,0.0339401,0.0339401,0.0457248,0.0528049,0.0528049,0.0678801,0.00130734,0.0040952,0.00572428
391,0.183427,0.183427,0.174392,0.168976,0.168976,0.000262044,0.000262044,0.000820596,0.00114687,0.00114687,0.0163108,0.0163108,0.0247879,0.029877,0.029877,0.0339712,0.0339712,0.045822,0.0529406,0.0529406,0.0679424,0.00131022,0.00410298,0.00573437
392,0.183441,0.183441,0.174362,0.168922,0.168922,0.000262613,0.000262613,0.000822127,0.00114886,0.00114886,0.0162967,0.0162967,0.0248158,0.0299291,0.0299291,0.0340024,0.0340024,0.0459194,0.0530765,0.0530765,0.0680047,0.00131307,0.00411064,0.00574429
393,0.183454,0.183454,0.174333,0.168868,0.168868,0.000263175,0.000263175,0.000823634,0.00115081,0.00115081,0.0162828,0.0162828,0.0248438,0.0299812,0.0299812,0.0340336,0.0340336,0.0460169,0.0532127,0.0532127,0.0680672,0.00131588,0.00411817,0.00575404
394,0.183467,0.183467,0.174303,0.168814,0.168814,0.00026373,0.00026373,0.000825117,0.00115272,0.00115272,0.0162689,0.0162689,0.0248719,0.0300334,0.0300334,0.0340649,0.0340649,0.0461146,0.053349,0.053349,0.0681298,0.00131865,0.00412558,0.00576361
395,0.183481,0.183481,0.174273,0.16876,0.16876,0.000264277,0.000264277,0.000826575,0.0011546,0.0011546,0.0162552,0.0162552,0.0249001,0.0300856,0.0300856,0.0340963,0.0340963,0.0462124,0.0534855,0.0534855,0.0681925,0.00132139,0.00413288,0.00577302
396,0.183494,0.183494,0.174244,0.168706,0.168706,0.000264817,0.000264817,0.000828009,0.00115645,0.00115645,0.0162415,0.0162415,0.0249283,0.030138,0.030138,0.0341277,0.0341277,0.0463104,0.0536222,0.0536222,0.0682553,0.00132408,0.00414004,0.00578224
397,0.183507,0.183507,0.174214,0.168651,0.168651,0.000265349,0.000265349,0.000829418,0.00115826,0.00115826,0.016228,0.016228,0.0249567,0.0301904,0.0301904,0.0341591,0.0341591,0.0464085,0.053759,0.053759,0.0683183,0.00132674,0.00414709,0.0057913
398,0.18352,0.18352,0.174184,0.168597,0.168597,0.000265873,0.000265873,0.000830801,0.00116003,0.00116003,0.0162145,0.0162145,0.0249852,0.0302429,0.0302429,0.0341907,0.0341907,0.0465068,0.0538961,0.0538961,0.0683813,0.00132937,0.00415401,0.00580017
399,0.183532,0.183532,0.174154,0.168543,0.168543,0.00026639,0.00026639,0.00083216,0.00116177,0.00116177,0.0162012,0.0162012,0.0250137,0.0302954,0.0302954,0.0342222,0.0342222,0.0466051,0.0540333,0.0540333,0.0684444,0.00133195,0.0041608,0.00580887
400,0.183545,0.183545,0.174124,0.168489,0.168489,0.000266898,0.000266898,0.000833494,0.00116348,0.00116348,0.0161879,0.0161879,0.0250423,0.030348,0.030348,0.0342538,0.0342538,0.0467037,0.0541707,0.0541707,0.0685077,0.00133449,0.00416747,0.00581739
401,0.183558,0.183558,0.174094,0.168434,0.168434,0.000267399,0.000267399,0.000834802,0.00116515,0.00116515,0.0161748,0.0161748,0.025071,0.0304006,0.0304006,0.0342855,0.0342855,0.0468023,0.0543082,0.0543082,0.068571,0.001337,0.00417401,0.00582573
402,0.18357,0.18357,0.174064,0.16838,0.16838,0.000267892,0.000267892,0.000836084,0.00116678,0.00116678,0.0161617,0.0161617,0.0250998,0.0304533,0.0304533,0.0343172,0.0343172,0.0469011,0.0544459,0.0544459,0.0686345,0.00133946,0.00418042,0.00583389
403,0.183583,0.183583,0.174034,0.168326,0.168326,0.000268377,0.000268377,0.000837341,0.00116837,0.00116837,0.0161487,0.0161487,0.0251286,0.0305061,0.0305061,0.034349,0.034349,0.047,0.0545837,0.0545837,0.068698,0.00134189,0.00418671,0.00584187
404,0.183595,0.183595,0.174004,0.168271,0.168271,0.000268854,0.000268854,0.000838572,0.00116993,0.00116993,0.0161358,0.0161358,0.0251575,0.0305589,0.0305589,0.0343808,0.0343808,0.047099,0.0547217,0.0547217,0.0687617,0.00134427,0.00419286,0.00584966
405,0.183608,0.183608,0.173974,0.168217,0.168217,0.000269323,0.000269323,0.000839777,0.00117146,0.00117146,0.0161231,0.0161231,0.0251865,0.0306117,0.0306117,0.0344127,0.0344127,0.0471981,0.0548598,0.0548598,0.0688254,0.00134661,0.00419889,0.00585728
406,0.18362,0.18362,0.173944,0.168163,0.168163,0.000269784,0.000269784,0.000840956,0.00117294,0.00117294,0.0161104,0.0161104,0.0252155,0.0306645,0.0306645,0.0344446,0.0344446,0.0472974,0.0549981,0.0549981,0.0688893,0.00134892,0.00420478,0.0058647
407,0.183632,0.183632,0.173913,0.168108,0.168108,0.000270236,0.000270236,0.000842109,0.00117439,0.00117439,0.0160977,0.0160977,0.0252446,0.0307174,0.0307174,0.0344766,0.0344766,0.0473967,0.0551365,0.0551365,0.0689532,0.00135118,0.00421055,0.00587195
408,0.183644,0.183644,0.173883,0.168054,0.168054,0.00027068,0.00027068,0.000843236,0.0011758,0.0011758,0.0160852,0.0160852,0.0252737,0.0307703,0.0307703,0.0345086,0.0345086,0.0474962,0.0552751,0.0552751,0.0690172,0.0013534,0.00421618,0.00587901
409,0.183656,0.183656,0.173853,0.168,0.168,0.000271116,0.000271116,0.000844336,0.00117718,0.00117718,0.0160728,0.0160728,0.0253029,0.0308232,0.0308232,0.0345406,0.0345406,0.0475957,0.0554137,0.0554137,0.0690813,0.00135558,0.00422168,0.00588589
410,0.183668,0.183668,0.173822,0.167945,0.167945,0.000271544,0.000271544,0.000845409,0.00117851,0.00117851,0.0160604,0.0160604,0.0253321,0.0308761,0.0308761,0.0345727,0.0345727,0.0476954,0.0555525,0.0555525,0.0691455,0.00135772,0.00422705,0.00589257
411,0.18368,0.18368,0.173792,0.167891,0.167891,0.000271963,0.000271963,0.000846456,0.00117982,0.00117982,0.0160481,0.0160481,0.0253614,0.0309291,0.0309291,0.0346049,0.0346049,0.0477952,0.0556914,0.0556914,0.0692097,0.00135982,0.00423228,0.00589908
412,0.183692,0.183692,0.173762,0.167837,0.167837,0.000272374,0.000272374,0.000847476,0.00118108,0.00118108,0.016036,0.016036,0.0253907,0.030982,0.030982,0.034637,0.034637,0.047895,0.0558304,0.0558304,0.0692741,0.00136187,0.00423738,0.00590539
413,0.183703,0.183703,0.173732,0.167783,0.167783,0.000272777,0.000272777,0.00084847,0.0011823,0.0011823,0.0160238,0.0160238,0.02542,0.0310349,0.0310349,0.0346692,0.0346692,0.047995,0.0559695,0.0559695,0.0693385,0.00136388,0.00424235,0.00591152
414,0.183715,0.183715,0.173701,0.167729,0.167729,0.000273171,0.000273171,0.000849436,0.00118349,0.00118349,0.0160118,0.0160118,0.0254494,0.0310879,0.0310879,0.0347015,0.0347015,0.048095,0.0561088,0.0561088,0.069403,0.00136585,0.00424718,0.00591746
415,0.183727,0.183727,0.173671,0.167675,0.167675,0.000273556,0.000273556,0.000850375,0.00118464,0.00118464,0.0159999,0.0159999,0.0254788,0.0311408,0.0311408,0.0347338,0.0347338,0.0481951,0.0562481,0.0562481,0.0694675,0.00136778,0.00425188,0.00592321
416,0.183738,0.183738,0.17364,0.167621,0.167621,0.000273933,0.000273933,0.000851288,0.00118575,0.00118575,0.015988,0.015988,0.0255083,0.0311937,0.0311937,0.0347661,0.0347661,0.0482953,0.0563875,0.0563875,0.0695322,0.00136967,0.00425644,0.00592877
417,0.18375,0.18375,0.17361,0.167567,0.167567,0.000274301,0.000274301,0.000852173,0.00118683,0.00118683,0.0159762,0.0159762,0.0255377,0.0312466,0.0312466,0.0347985,0.0347985,0.0483956,0.056527,0.056527,0.0695969,0.00137151,0.00426086,0.00593414
418,0.183761,0.183761,0.17358,0.167513,0.167513,0.000274661,0.000274661,0.000853031,0.00118786,0.00118786,0.0159645,0.0159645,0.0255672,0.0312995,0.0312995,0.0348308,0.0348308,0.0484959,0.0566666,0.0566666,0.0696617,0.0013733,0.00426516,0.00593932
419,0.183772,0.183772,0.173549,0.167459,0.167459,0.000275012,0.000275012,0.000853862,0.00118886,0.00118886,0.0159528,0.0159528,0.0255967,0.0313523,0.0313523,0.0348633,0.0348633,0.0485964,0.0568063,0.0568063,0.0697265,0.00137506,0.00426931,0.00594431
420,0.183783,0.183783,0.173519,0.167405,0.167405,0.000275354,0.000275354,0.000854665,0.00118982,0.00118982,0.0159412,0.0159412,0.0256262,0.0314052,0.0314052,0.0348957,0.0348957,0.0486968,0.056946,0.056946,0.0697914,0.00137677,0.00427333,0.00594911
421,0.183795,0.183795,0.173489,0.167351,0.167351,0.000275687,0.000275687,0.000855441,0.00119074,0.00119074,0.0159297,0.0159297,0.0256558,0.0314579,0.0314579,0.0349282,0.0349282,0.0487974,0.0570858,0.0570858,0.0698564,0.00137844,0.00427721,0.00595372
422,0.183806,0.183806,0.173459,0.167298,0.167298,0.000276012,0.000276012,0.00085619,0.00119163,0.00119163,0.0159183,0.0159183,0.0256853,0.0315107,0.0315107,0.0349607,0.0349607,0.048898,0.0572257,0.0572257,0.0699214,0.00138006,0.00428095,0.00595814
423,0.183817,0.183817,0.173428,0.167244,0.167244,0.000276328,0.000276328,0.000856911,0.00119247,0.00119247,0.0159069,0.0159069,0.0257148,0.0315634,0.0315634,0.0349933,0.0349933,0.0489987,0.0573657,0.0573657,0.0699865,0.00138164,0.00428456,0.00596236
424,0.183828,0.183828,0.173398,0.167191,0.167191,0.000276635,0.000276635,0.000857605,0.00119328,0.00119328,0.0158956,0.0158956,0.0257444,0.031616,0.031616,0.0350258,0.0350258,0.0490994,0.0575057,0.0575057,0.0700517,0.00138318,0.00428803,0.0059664
425,0.183839,0.183839,0.173368,0.167137,0.167137,0.000276934,0.000276934,0.000858272,0.00119405,0.00119405,0.0158844,0.0158844,0.0257739,0.0316686,0.0316686,0.0350584,0.0350584,0.0492002,0.0576457,0.0576457,0.0701168,0.00138467,0.00429136,0.00597024
426,0.18385,0.18385,0.173338,0.167084,0.167084,0.000277223,0.000277223,0.00085891,0.00119478,0.00119478,0.0158732,0.0158732,0.0258035,0.0317212,0.0317212,0.035091,0.035091,0.049301,0.0577858,0.0577858,0.0701821,0.00138612,0.00429455,0.0059739
427,0.18386,0.18386,0.173307,0.167031,0.167031,0.000277504,0.000277504,0.000859522,0.00119547,0.00119547,0.0158621,0.0158621,0.025833,0.0317737,0.0317737,0.0351237,0.0351237,0.0494019,0.057926,0.057926,0.0702474,0.00138752,0.00429761,0.00597736
428,0.183871,0.183871,0.173277,0.166978,0.166978,0.000277775,0.000277775,0.000860105,0.00119613,0.00119613,0.0158511,0.0158511,0.0258625,0.0318261,0.0318261,0.0351564,0.0351564,0.0495028,0.0580662,0.0580662,0.0703127,0.00138888,0.00430053,0.00598063
429,0.183882,0.183882,0.173247,0.166925,0.166925,0.000278038,0.000278038,0.000860661,0.00119674,0.00119674,0.0158401,0.0158401,0.025892,0.0318784,0.0318784,0.0351891,0.0351891,0.0496038,0.0582064,0.0582064,0.0703781,0.00139019,0.00430331,0.00598371
430,0.183893,0.183893,0.173217,0.166872,0.166872,0.000278292,0.000278292,0.00086119,0.00119732,0.00119732,0.0158291,0.0158291,0.0259215,0.0319307,0.0319307,0.0352218,0.0352218,0.0497048,0.0583467,0.0583467,0.0704435,0.00139146,0.00430595,0.0059866
431,0.183903,0.183903,0.173187,0.166819,0.166819,0.000278537,0.000278537,0.000861691,0.00119786,0.00119786,0.0158183,0.0158183,0.025951,0.0319829,0.0319829,0.0352545,0.0352545,0.0498058,0.058487,0.058487,0.070509,0.00139269,0.00430845,0.0059893
432,0.183914,0.183914,0.173157,0.166767,0.166767,0.000278773,0.000278773,0.000862164,0.00119836,0.00119836,0.0158075,0.0158075,0.0259804,0.032035,0.032035,0.0352873,0.0352873,0.0499068,0.0586273,0.0586273,0.0705745,0.00139387,0.00431082,0.00599181
433,0.183924,0.183924,0.173128,0.166714,0.166714,0.000279,0.000279,0.00086261,0.00119882,0.00119882,0.0157967,0.0157967,0.0260098,0.032087,0.032087,0.03532,0.03532,0.0500079,0.0587676,0.0587676,0.0706401,0.001395,0.00431305,0.00599412
434,0.183935,0.183935,0.173098,0.166662,0.166662,0.000279218,0.000279218,0.000863028,0.00119925,0.00119925,0.015786,0.015786,0.0260392,0.032139,0.032139,0.0353528,0.0353528,0.050109,0.0589079,0.0589079,0.0707056,0.00139609,0.00431514,0.00599625
435,0.183945,0.183945,0.173068,0.16661,0.16661,0.000279428,0.000279428,0.000863419,0.00119964,0.00119964,0.0157754,0.0157754,0.0260685,0.0321908,0.0321908,0.0353856,0.0353856,0.0502101,0.0590483,0.0590483,0.0707712,0.00139714,0.0043171,0.00599819
436,0.183956,0.183956,0.173038,0.166557,0.166557,0.000279628,0.000279628,0.000863782,0.00119999,0.00119999,0.0157648,0.0157648,0.0260979,0.0322426,0.0322426,0.0354184,0.0354184,0.0503113,0.0591887,0.0591887,0.0708369,0.00139814,0.00431891,0.00599993
437,0.183966,0.183966,0.173009,0.166506,0.166506,0.000279819,0.000279819,0.000864118,0.0012003,0.0012003,0.0157543,0.0157543,0.0261271,0.0322942,0.0322942,0.0354513,0.0354513,0.0504124,0.059329,0.059329,0.0709025,0.0013991,0.00432059,0.00600149
438,0.183976,0.183976,0.172979,0.166454,0.166454,0.000280002,0.000280002,0.000864427,0.00120057,0.00120057,0.0157438,0.0157438,0.0261564,0.0323457,0.0323457,0.0354841,0.0354841,0.0505136,0.0594694,0.0594694,0.0709682,0.00140001,0.00432213,0.00600286
439,0.183986,0.183986,0.17295,0.166402,0.166402,0.000280175,0.000280175,0.000864708,0.00120081,0.00120081,0.0157334,0.0157334,0.0261855,0.0323971,0.0323971,0.035517,0.035517,0.0506148,0.0596097,0.0596097,0.0710339,0.00140088,0.00432354,0.00600404
