t,Sv0,Sh0,Sh1,Sr0,Sr1,Iv0,Ih0,Ih1,Ir0,Ir1,Rv0,Rh0,Rh1,Rr0,Rr1,cumIv0,cumIh0,cumIh1,cumIr0,cumIr1,cumIv,pIv,pIh,pIr
0,0.19998,0.19998,0.19998,0.19998,0.19998,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.00E-05,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
1,0.199976,0.199976,0.199976,0.199976,0.199976,2.17E-05,2.17E-05,2.17E-05,2.17E-05,2.17E-05,2.43E-06,2.43E-06,2.43E-06,2.43E-06,2.43E-06,4.13E-06,4.13E-06,4.13E-06,4.13E-06,4.13E-06,4.13E-06,0.000108509,0.000108509,0.000108509
2,0.199971,0.199971,0.199971,0.199971,0.199971,2.35E-05,2.35E-05,2.35E-05,2.35E-05,2.35E-05,5.06E-06,5.06E-06,5.06E-06,5.06E-06,5.06E-06,8.62E-06,8.62E-06,8.62E-06,8.62E-06,8.62E-06,8.62E-06,0.000117741,0.000117741,0.000117741
3,0.199967,0.199967,0.199967,0.199967,0.199967,2.56E-05,2.56E-05,2.56E-05,2.56E-05,2.56E-05,7.90E-06,7.90E-06,7.90E-06,7.90E-06,7.90E-06,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,0.000127759,0.000127759,0.000127759
4,0.199961,0.199961,0.199961,0.199961,0.199961,2.77E-05,2.77E-05,2.77E-05,2.77E-05,2.77E-05,1.10E-05,1.10E-05,1.10E-05,1.10E-05,1.10E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,0.000138628,0.000138628,0.000138628
5,0.199956,0.199956,0.199956,0.199956,0.199956,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,1.43E-05,1.43E-05,1.43E-05,1.43E-05,1.43E-05,2.45E-05,2.45E-05,2.45E-05,2.45E-05,2.45E-05,2.45E-05,0.00015042,0.00015042,0.00015042
6,0.199949,0.199949,0.199949,0.199949,0.199949,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,1.79E-05,1.79E-05,1.79E-05,1.79E-05,1.79E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,0.000163215,0.000163215,0.000163215
7,0.199943,0.199943,0.199943,0.199943,0.199943,3.54E-05,3.54E-05,3.54E-05,3.54E-05,3.54E-05,2.18E-05,2.18E-05,2.18E-05,2.18E-05,2.18E-05,3.75E-05,3.75E-05,3.75E-05,3.75E-05,3.75E-05,3.75E-05,0.000177098,0.000177098,0.000177098
8,0.199935,0.199935,0.199935,0.199935,0.199935,3.84E-05,3.84E-05,3.84E-05,3.84E-05,3.84E-05,2.61E-05,2.61E-05,2.61E-05,2.61E-05,2.61E-05,4.48E-05,4.48E-05,4.48E-05,4.48E-05,4.48E-05,4.48E-05,0.000192159,0.000192159,0.000192159
9,0.199928,0.199928,0.199928,0.199928,0.199928,4.17E-05,4.17E-05,4.17E-05,4.17E-05,4.17E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,5.27E-05,5.27E-05,5.27E-05,5.27E-05,5.27E-05,5.27E-05,0.000208501,0.000208501,0.000208501
10,0.199919,0.199919,0.199919,0.199919,0.199919,4.52E-05,4.52E-05,4.52E-05,4.52E-05,4.52E-05,3.57E-05,3.57E-05,3.57E-05,3.57E-05,3.57E-05,6.13E-05,6.13E-05,6.13E-05,6.13E-05,6.13E-05,6.13E-05,0.000226229,0.000226229,0.000226229
11,0.19991,0.19991,0.19991,0.19991,0.19991,4.91E-05,4.91E-05,4.91E-05,4.91E-05,4.91E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,0.000245464,0.000245464,0.000245464
12,0.1999,0.1999,0.1999,0.1999,0.1999,5.33E-05,5.33E-05,5.33E-05,5.33E-05,5.33E-05,4.69E-05,4.69E-05,4.69E-05,4.69E-05,4.69E-05,8.08E-05,8.08E-05,8.08E-05,8.08E-05,8.08E-05,8.08E-05,0.000266331,0.000266331,0.000266331
13,0.199889,0.199889,0.199889,0.199889,0.199889,5.78E-05,5.78E-05,5.78E-05,5.78E-05,5.78E-05,5.32E-05,5.32E-05,5.32E-05,5.32E-05,5.32E-05,9.18E-05,9.18E-05,9.18E-05,9.18E-05,9.18E-05,9.18E-05,0.000288969,0.000288969,0.000288969
14,0.199877,0.199877,0.199877,0.199877,0.199877,6.27E-05,6.27E-05,6.27E-05,6.27E-05,6.27E-05,6.01E-05,6.01E-05,6.01E-05,6.01E-05,6.01E-05,0.000103766,0.000103766,0.000103766,0.000103766,0.000103766,0.000103766,0.000313527,0.000313527,0.000313527
15,0.199864,0.199864,0.199864,0.199864,0.199864,6.80E-05,6.80E-05,6.80E-05,6.80E-05,6.80E-05,6.76E-05,6.76E-05,6.76E-05,6.76E-05,6.76E-05,0.000116718,0.000116718,0.000116718,0.000116718,0.000116718,0.000116718,0.000340169,0.000340169,0.000340169
16,0.199851,0.199851,0.199851,0.199851,0.199851,7.38E-05,7.38E-05,7.38E-05,7.38E-05,7.38E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,0.00013077,0.00013077,0.00013077,0.00013077,0.00013077,0.00013077,0.000369069,0.000369069,0.000369069
17,0.199836,0.199836,0.199836,0.199836,0.199836,8.01E-05,8.01E-05,8.01E-05,8.01E-05,8.01E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,0.000146014,0.000146014,0.000146014,0.000146014,0.000146014,0.000146014,0.00040042,0.00040042,0.00040042
18,0.199819,0.199819,0.199819,0.199819,0.199819,8.69E-05,8.69E-05,8.69E-05,8.69E-05,8.69E-05,9.39E-05,9.39E-05,9.39E-05,9.39E-05,9.39E-05,0.000162552,0.000162552,0.000162552,0.000162552,0.000162552,0.000162552,0.000434426,0.000434426,0.000434426
19,0.199802,0.199802,0.199802,0.199802,0.199802,9.43E-05,9.43E-05,9.43E-05,9.43E-05,9.43E-05,0.000104184,0.000104184,0.000104184,0.000104184,0.000104184,0.000180493,0.000180493,0.000180493,0.000180493,0.000180493,0.000180493,0.000471313,0.000471313,0.000471313
20,0.199782,0.199782,0.199782,0.199782,0.199782,0.000102264,0.000102264,0.000102264,0.000102264,0.000102264,0.000115343,0.000115343,0.000115343,0.000115343,0.000115343,0.000199955,0.000199955,0.000199955,0.000199955,0.000199955,0.000199955,0.000511322,0.000511322,0.000511322
21,0.199762,0.199762,0.199762,0.199762,0.199762,0.000110943,0.000110943,0.000110943,0.000110943,0.000110943,0.000127444,0.000127444,0.000127444,0.000127444,0.000127444,0.000221067,0.000221067,0.000221067,0.000221067,0.000221067,0.000221067,0.000554717,0.000554717,0.000554717
22,0.199739,0.199739,0.199739,0.199739,0.199739,0.000120356,0.000120356,0.000120356,0.000120356,0.000120356,0.000140565,0.000140565,0.000140565,0.000140565,0.000140565,0.000243968,0.000243968,0.000243968,0.000243968,0.000243968,0.000243968,0.000601781,0.000601781,0.000601781
23,0.199715,0.199715,0.199715,0.199715,0.199715,0.000130565,0.000130565,0.000130565,0.000130565,0.000130565,0.000154793,0.000154793,0.000154793,0.000154793,0.000154793,0.000268808,0.000268808,0.000268808,0.000268808,0.000268808,0.000268808,0.000652824,0.000652824,0.000652824
24,0.199688,0.199688,0.199688,0.199688,0.199688,0.000141636,0.000141636,0.000141636,0.000141636,0.000141636,0.000170221,0.000170221,0.000170221,0.000170221,0.000170221,0.000295752,0.000295752,0.000295752,0.000295752,0.000295752,0.000295752,0.000708178,0.000708178,0.000708178
25,0.199659,0.199659,0.199659,0.199659,0.199659,0.000153641,0.000153641,0.000153641,0.000153641,0.000153641,0.00018695,0.00018695,0.00018695,0.00018695,0.00018695,0.000324976,0.000324976,0.000324976,0.000324976,0.000324976,0.000324976,0.000768204,0.000768204,0.000768204
26,0.199628,0.199628,0.199628,0.199628,0.199628,0.000166659,0.000166659,0.000166659,0.000166659,0.000166659,0.000205091,0.000205091,0.000205091,0.000205091,0.000205091,0.000356672,0.000356672,0.000356672,0.000356672,0.000356672,0.000356672,0.000833294,0.000833294,0.000833294
27,0.199594,0.199594,0.199594,0.199594,0.199594,0.000180774,0.000180774,0.000180774,0.000180774,0.000180774,0.000224763,0.000224763,0.000224763,0.000224763,0.000224763,0.000391047,0.000391047,0.000391047,0.000391047,0.000391047,0.000391047,0.00090387,0.00090387,0.00090387
28,0.199558,0.199558,0.199558,0.199558,0.199558,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000246094,0.000246094,0.000246094,0.000246094,0.000246094,0.000428327,0.000428327,0.000428327,0.000428327,0.000428327,0.000428327,0.000980389,0.000980389,0.000980389
29,0.199518,0.199518,0.199518,0.199518,0.199518,0.000212669,0.000212669,0.000212669,0.000212669,0.000212669,0.000269224,0.000269224,0.000269224,0.000269224,0.000269224,0.000468754,0.000468754,0.000468754,0.000468754,0.000468754,0.000468754,0.00106335,0.00106335,0.00106335
30,0.199475,0.199475,0.199475,0.199475,0.199475,0.000230655,0.000230655,0.000230655,0.000230655,0.000230655,0.000294305,0.000294305,0.000294305,0.000294305,0.000294305,0.000512591,0.000512591,0.000512591,0.000512591,0.000512591,0.000512591,0.00115327,0.00115327,0.00115327
31,0.199428,0.199428,0.199428,0.199428,0.199428,0.000250151,0.000250151,0.000250151,0.000250151,0.000250151,0.000321499,0.000321499,0.000321499,0.000321499,0.000321499,0.000560125,0.000560125,0.000560125,0.000560125,0.000560125,0.000560125,0.00125075,0.00125075,0.00125075
32,0.199378,0.199378,0.199378,0.199378,0.199378,0.000271281,0.000271281,0.000271281,0.000271281,0.000271281,0.000350985,0.000350985,0.000350985,0.000350985,0.000350985,0.000611662,0.000611662,0.000611662,0.000611662,0.000611662,0.000611662,0.0013564,0.0013564,0.0013564
33,0.199323,0.199323,0.199323,0.199323,0.199323,0.000294181,0.000294181,0.000294181,0.000294181,0.000294181,0.000382955,0.000382955,0.000382955,0.000382955,0.000382955,0.000667536,0.000667536,0.000667536,0.000667536,0.000667536,0.000667536,0.0014709,0.0014709,0.0014709
34,0.199263,0.199263,0.199263,0.199263,0.199263,0.000318996,0.000318996,0.000318996,0.000318996,0.000318996,0.000417616,0.000417616,0.000417616,0.000417616,0.000417616,0.000728108,0.000728108,0.000728108,0.000728108,0.000728108,0.000728108,0.00159498,0.00159498,0.00159498
35,0.199199,0.199199,0.199199,0.199199,0.199199,0.000345883,0.000345883,0.000345883,0.000345883,0.000345883,0.000455193,0.000455193,0.000455193,0.000455193,0.000455193,0.000793767,0.000793767,0.000793767,0.000793767,0.000793767,0.000793767,0.00172941,0.00172941,0.00172941
36,0.199129,0.199129,0.199129,0.199129,0.199129,0.000375011,0.000375011,0.000375011,0.000375011,0.000375011,0.000495929,0.000495929,0.000495929,0.000495929,0.000495929,0.000864933,0.000864933,0.000864933,0.000864933,0.000864933,0.000864933,0.00187505,0.00187505,0.00187505
37,0.199053,0.199053,0.199053,0.199053,0.199053,0.000406563,0.000406563,0.000406563,0.000406563,0.000406563,0.000540088,0.000540088,0.000540088,0.000540088,0.000540088,0.000942062,0.000942062,0.000942062,0.000942062,0.000942062,0.000942062,0.00203281,0.00203281,0.00203281
38,0.198971,0.198971,0.198971,0.198971,0.198971,0.000440735,0.000440735,0.000440735,0.000440735,0.000440735,0.000587953,0.000587953,0.000587953,0.000587953,0.000587953,0.00102564,0.00102564,0.00102564,0.00102564,0.00102564,0.00102564,0.00220367,0.00220367,0.00220367
39,0.198882,0.198882,0.198882,0.198882,0.198882,0.000477738,0.000477738,0.000477738,0.000477738,0.000477738,0.000639832,0.000639832,0.000639832,0.000639832,0.000639832,0.00111621,0.00111621,0.00111621,0.00111621,0.00111621,0.00111621,0.00238869,0.00238869,0.00238869
40,0.198786,0.198786,0.198786,0.198786,0.198786,0.000517801,0.000517801,0.000517801,0.000517801,0.000517801,0.000696058,0.000696058,0.000696058,0.000696058,0.000696058,0.00121433,0.00121433,0.00121433,0.00121433,0.00121433,0.00121433,0.00258901,0.00258901,0.00258901
41,0.198682,0.198682,0.198682,0.198682,0.198682,0.000561168,0.000561168,0.000561168,0.000561168,0.000561168,0.000756988,0.000756988,0.000756988,0.000756988,0.000756988,0.00132061,0.00132061,0.00132061,0.00132061,0.00132061,0.00132061,0.00280584,0.00280584,0.00280584
42,0.198569,0.198569,0.198569,0.198569,0.198569,0.000608102,0.000608102,0.000608102,0.000608102,0.000608102,0.000823011,0.000823011,0.000823011,0.000823011,0.000823011,0.00143573,0.00143573,0.00143573,0.00143573,0.00143573,0.00143573,0.00304051,0.00304051,0.00304051
43,0.198447,0.198447,0.198447,0.198447,0.198447,0.000658883,0.000658883,0.000658883,0.000658883,0.000658883,0.000894544,0.000894544,0.000894544,0.000894544,0.000894544,0.0015604,0.0015604,0.0015604,0.0015604,0.0015604,0.0015604,0.00329442,0.00329442,0.00329442
44,0.198314,0.198314,0.198314,0.198314,0.198314,0.000713816,0.000713816,0.000713816,0.000713816,0.000713816,0.000972037,0.000972037,0.000972037,0.000972037,0.000972037,0.00169538,0.00169538,0.00169538,0.00169538,0.00169538,0.00169538,0.00356908,0.00356908,0.00356908
45,0.198171,0.198171,0.198171,0.198171,0.198171,0.000773222,0.000773222,0.000773222,0.000773222,0.000773222,0.00105598,0.00105598,0.00105598,0.00105598,0.00105598,0.0018415,0.0018415,0.0018415,0.0018415,0.0018415,0.0018415,0.00386611,0.00386611,0.00386611
46,0.198016,0.198016,0.198016,0.198016,0.198016,0.000837449,0.000837449,0.000837449,0.000837449,0.000837449,0.00114689,0.00114689,0.00114689,0.00114689,0.00114689,0.00199966,0.00199966,0.00199966,0.00199966,0.00199966,0.00199966,0.00418724,0.00418724,0.00418724
47,0.197848,0.197848,0.197848,0.197848,0.197848,0.000906865,0.000906865,0.000906865,0.000906865,0.000906865,0.00124533,0.00124533,0.00124533,0.00124533,0.00124533,0.00217079,0.00217079,0.00217079,0.00217079,0.00217079,0.00217079,0.00453433,0.00453433,0.00453433
48,0.197666,0.197666,0.197666,0.197666,0.197666,0.000981865,0.000981865,0.000981865,0.000981865,0.000981865,0.00135192,0.00135192,0.00135192,0.00135192,0.00135192,0.00235594,0.00235594,0.00235594,0.00235594,0.00235594,0.00235594,0.00490933,0.00490933,0.00490933
49,0.19747,0.19747,0.19747,0.19747,0.19747,0.00106287,0.00106287,0.00106287,0.00106287,0.00106287,0.0014673,0.0014673,0.0014673,0.0014673,0.0014673,0.00255618,0.00255618,0.00255618,0.00255618,0.00255618,0.00255618,0.00531435,0.00531435,0.00531435
50,0.197257,0.197257,0.197257,0.197257,0.197257,0.00115032,0.00115032,0.00115032,0.00115032,0.00115032,0.00159218,0.00159218,0.00159218,0.00159218,0.00159218,0.0027727,0.0027727,0.0027727,0.0027727,0.0027727,0.0027727,0.00575161,0.00575161,0.00575161
51,0.197028,0.197028,0.197028,0.197028,0.197028,0.0012447,0.0012447,0.0012447,0.0012447,0.0012447,0.0017273,0.0017273,0.0017273,0.0017273,0.0017273,0.00300675,0.00300675,0.00300675,0.00300675,0.00300675,0.00300675,0.0062235,0.0062235,0.0062235
52,0.19678,0.19678,0.19678,0.19678,0.19678,0.0013465,0.0013465,0.0013465,0.0013465,0.0013465,0.00187348,0.00187348,0.00187348,0.00187348,0.00187348,0.00325966,0.00325966,0.00325966,0.00325966,0.00325966,0.00325966,0.0067325,0.0067325,0.0067325
53,0.196512,0.196512,0.196512,0.196512,0.196512,0.00145625,0.00145625,0.00145625,0.00145625,0.00145625,0.00203159,0.00203159,0.00203159,0.00203159,0.00203159,0.00353286,0.00353286,0.00353286,0.00353286,0.00353286,0.00353286,0.00728127,0.00728127,0.00728127
54,0.196223,0.196223,0.196223,0.196223,0.196223,0.00157452,0.00157452,0.00157452,0.00157452,0.00157452,0.00220254,0.00220254,0.00220254,0.00220254,0.00220254,0.00382787,0.00382787,0.00382787,0.00382787,0.00382787,0.00382787,0.0078726,0.0078726,0.0078726
55,0.195911,0.195911,0.195911,0.195911,0.195911,0.00170188,0.00170188,0.00170188,0.00170188,0.00170188,0.00238733,0.00238733,0.00238733,0.00238733,0.00238733,0.00414631,0.00414631,0.00414631,0.00414631,0.00414631,0.00414631,0.00850942,0.00850942,0.00850942
56,0.195574,0.195574,0.195574,0.195574,0.195574,0.00183896,0.00183896,0.00183896,0.00183896,0.00183896,0.00258701,0.00258701,0.00258701,0.00258701,0.00258701,0.00448988,0.00448988,0.00448988,0.00448988,0.00448988,0.00448988,0.00919478,0.00919478,0.00919478
57,0.195211,0.195211,0.195211,0.195211,0.195211,0.00198638,0.00198638,0.00198638,0.00198638,0.00198638,0.00280272,0.00280272,0.00280272,0.00280272,0.00280272,0.00486039,0.00486039,0.00486039,0.00486039,0.00486039,0.00486039,0.00993191,0.00993191,0.00993191
58,0.19482,0.19482,0.19482,0.19482,0.19482,0.00214482,0.00214482,0.00214482,0.00214482,0.00214482,0.00303565,0.00303565,0.00303565,0.00303565,0.00303565,0.00525976,0.00525976,0.00525976,0.00525976,0.00525976,0.00525976,0.0107241,0.0107241,0.0107241
59,0.194398,0.194398,0.194398,0.194398,0.194398,0.00231497,0.00231497,0.00231497,0.00231497,0.00231497,0.00328709,0.00328709,0.00328709,0.00328709,0.00328709,0.00569,0.00569,0.00569,0.00569,0.00569,0.00569,0.0115748,0.0115748,0.0115748
60,0.193944,0.193944,0.193944,0.193944,0.193944,0.00249753,0.00249753,0.00249753,0.00249753,0.00249753,0.00355838,0.00355838,0.00355838,0.00355838,0.00355838,0.00615322,0.00615322,0.00615322,0.00615322,0.00615322,0.00615322,0.0124876,0.0124876,0.0124876
61,0.193456,0.193456,0.193456,0.193456,0.193456,0.00269322,0.00269322,0.00269322,0.00269322,0.00269322,0.00385096,0.00385096,0.00385096,0.00385096,0.00385096,0.00665164,0.00665164,0.00665164,0.00665164,0.00665164,0.00665164,0.0134661,0.0134661,0.0134661
62,0.192931,0.192931,0.192931,0.192931,0.192931,0.0029028,0.0029028,0.0029028,0.0029028,0.0029028,0.00416635,0.00416635,0.00416635,0.00416635,0.00416635,0.00718758,0.00718758,0.00718758,0.00718758,0.00718758,0.00718758,0.014514,0.014514,0.014514
63,0.192367,0.192367,0.192367,0.192367,0.192367,0.00312699,0.00312699,0.00312699,0.00312699,0.00312699,0.00450614,0.00450614,0.00450614,0.00450614,0.00450614,0.00776344,0.00776344,0.00776344,0.00776344,0.00776344,0.00776344,0.0156349,0.0156349,0.0156349
64,0.191761,0.191761,0.191761,0.191761,0.191761,0.00336654,0.00336654,0.00336654,0.00336654,0.00336654,0.00487202,0.00487202,0.00487202,0.00487202,0.00487202,0.00838171,0.00838171,0.00838171,0.00838171,0.00838171,0.00838171,0.0168327,0.0168327,0.0168327
65,0.191112,0.191112,0.191112,0.191112,0.191112,0.0036222,0.0036222,0.0036222,0.0036222,0.0036222,0.00526574,0.00526574,0.00526574,0.00526574,0.00526574,0.00904497,0.00904497,0.00904497,0.00904497,0.00904497,0.00904497,0.018111,0.018111,0.018111
66,0.190416,0.190416,0.190416,0.190416,0.190416,0.00389467,0.00389467,0.00389467,0.00389467,0.00389467,0.00568915,0.00568915,0.00568915,0.00568915,0.00568915,0.00975585,0.00975585,0.00975585,0.00975585,0.00975585,0.00975585,0.0194733,0.0194733,0.0194733
67,0.189671,0.189671,0.189671,0.189671,0.189671,0.00418464,0.00418464,0.00418464,0.00418464,0.00418464,0.00614417,0.00614417,0.00614417,0.00614417,0.00614417,0.010517,0.010517,0.010517,0.010517,0.010517,0.010517,0.0209232,0.0209232,0.0209232
68,0.188874,0.188874,0.188874,0.188874,0.188874,0.00449277,0.00449277,0.00449277,0.00449277,0.00449277,0.00663278,0.00663278,0.00663278,0.00663278,0.00663278,0.0113313,0.0113313,0.0113313,0.0113313,0.0113313,0.0113313,0.0224638,0.0224638,0.0224638
69,0.188023,0.188023,0.188023,0.188023,0.188023,0.00481964,0.00481964,0.00481964,0.00481964,0.00481964,0.00715705,0.00715705,0.00715705,0.00715705,0.00715705,0.0122013,0.0122013,0.0122013,0.0122013,0.0122013,0.0122013,0.0240982,0.0240982,0.0240982
70,0.187115,0.187115,0.187115,0.187115,0.187115,0.0051658,0.0051658,0.0051658,0.0051658,0.0051658,0.0077191,0.0077191,0.0077191,0.0077191,0.0077191,0.0131299,0.0131299,0.0131299,0.0131299,0.0131299,0.0131299,0.025829,0.025829,0.025829
71,0.186147,0.186147,0.186147,0.186147,0.186147,0.00553166,0.00553166,0.00553166,0.00553166,0.00553166,0.0083211,0.0083211,0.0083211,0.0083211,0.0083211,0.0141197,0.0141197,0.0141197,0.0141197,0.0141197,0.0141197,0.0276583,0.0276583,0.0276583
72,0.1856,0.185579,0.185579,0.185559,0.185559,0.00545668,0.00547583,0.00547583,0.00549494,0.00549494,0.00894376,0.00894468,0.00894468,0.00894559,0.00894559,0.014691,0.0147111,0.0147111,0.0147311,0.0147311,0.014691,0.0272834,0.0273792,0.0274747
73,0.185157,0.185113,0.185113,0.18507,0.18507,0.00529756,0.0053367,0.0053367,0.00537569,0.00537569,0.00954584,0.00955018,0.00955018,0.0095545,0.0095545,0.0151593,0.0152028,0.0152028,0.0152461,0.0152461,0.0151593,0.0264878,0.0266835,0.0268785
74,0.184728,0.184662,0.184662,0.184596,0.184596,0.00514399,0.00520034,0.00520034,0.00525635,0.00525635,0.0101281,0.010138,0.010138,0.0101478,0.0101478,0.0156149,0.0156812,0.0156812,0.0157471,0.0157471,0.0156149,0.02572,0.0260017,0.0262817
75,0.184313,0.184225,0.184225,0.184137,0.184137,0.00499564,0.00506672,0.00506672,0.00513722,0.00513722,0.0106911,0.0107084,0.0107084,0.0107257,0.0107257,0.0160581,0.0161466,0.0161466,0.0162344,0.0162344,0.0160581,0.0249782,0.0253336,0.0256861
76,0.183912,0.183802,0.183802,0.183693,0.183693,0.00485219,0.0049358,0.0049358,0.00501856,0.00501856,0.0112356,0.0112619,0.0112619,0.011288,0.011288,0.0164892,0.0165993,0.0165993,0.0167083,0.0167083,0.0164892,0.024261,0.024679,0.0250928
77,0.183525,0.183394,0.183394,0.183264,0.183264,0.00471336,0.00480756,0.00480756,0.00490061,0.00490061,0.0117621,0.0117988,0.0117988,0.0118351,0.0118351,0.0169085,0.0170395,0.0170395,0.0171691,0.0171691,0.0169085,0.0235668,0.0240378,0.0245031
78,0.18315,0.182999,0.182999,0.182849,0.182849,0.0045789,0.00468196,0.00468196,0.00478358,0.00478358,0.0122713,0.0123194,0.0123194,0.012367,0.012367,0.0173161,0.0174675,0.0174675,0.0176171,0.0176171,0.0173161,0.0228945,0.0234098,0.0239179
79,0.182788,0.182617,0.182617,0.182449,0.182449,0.00444858,0.00455898,0.00455898,0.00466766,0.00466766,0.0127637,0.0128241,0.0128241,0.0128838,0.0128838,0.0177125,0.0178837,0.0178837,0.0180526,0.0180526,0.0177125,0.0222429,0.0227949,0.0233383
80,0.182438,0.182248,0.182248,0.182061,0.182061,0.0043222,0.00443861,0.00443861,0.00455299,0.00455299,0.0132398,0.0133132,0.0133132,0.0133858,0.0133858,0.0180978,0.0182883,0.0182883,0.0184759,0.0184759,0.0180978,0.021611,0.022193,0.022765
81,0.1821,0.181892,0.181892,0.181687,0.181687,0.00419957,0.0043208,0.0043208,0.00443973,0.00443973,0.0137,0.0137871,0.0137871,0.0138731,0.0138731,0.0184723,0.0186815,0.0186815,0.0188873,0.0188873,0.0184723,0.0209979,0.021604,0.0221986
82,0.181774,0.181548,0.181548,0.181326,0.181326,0.00408053,0.00420553,0.00420553,0.00432798,0.00432798,0.014145,0.0142462,0.0142462,0.014346,0.014346,0.0188364,0.0190637,0.0190637,0.0192871,0.0192871,0.0188364,0.0204026,0.0210277,0.0216399
83,0.18146,0.181217,0.181217,0.180977,0.180977,0.00396491,0.00409279,0.00409279,0.00421785,0.00421785,0.014575,0.0146907,0.0146907,0.0148047,0.0148047,0.0191901,0.0194351,0.0194351,0.0196756,0.0196756,0.0191901,0.0198246,0.0204639,0.0210893
84,0.181157,0.180896,0.180896,0.180641,0.180641,0.00385259,0.00398253,0.00398253,0.00410943,0.00410943,0.0149906,0.015121,0.015121,0.0152493,0.0152493,0.0195339,0.019796,0.019796,0.020053,0.020053,0.0195339,0.019263,0.0199127,0.0205472
85,0.180864,0.180588,0.180588,0.180317,0.180317,0.00374344,0.00387474,0.00387474,0.0040028,0.0040028,0.0153921,0.0155374,0.0155374,0.0156802,0.0156802,0.0198679,0.0201466,0.0201466,0.0204196,0.0204196,0.0198679,0.0187172,0.0193737,0.020014
86,0.180583,0.18029,0.18029,0.180004,0.180004,0.00363734,0.00376939,0.00376939,0.00389801,0.00389801,0.01578,0.0159402,0.0159402,0.0160977,0.0160977,0.0201924,0.0204872,0.0204872,0.0207758,0.0207758,0.0201924,0.0181867,0.018847,0.0194901
87,0.180311,0.180004,0.180004,0.179703,0.179703,0.00353418,0.00366645,0.00366645,0.00379512,0.00379512,0.0161547,0.0163299,0.0163299,0.0165019,0.0165019,0.0205077,0.0208181,0.0208181,0.0211218,0.0211218,0.0205077,0.0176709,0.0183323,0.0189756
88,0.18005,0.179728,0.179728,0.179413,0.179413,0.00343386,0.00356589,0.00356589,0.00369417,0.00369417,0.0165165,0.0167066,0.0167066,0.0168931,0.0168931,0.0208139,0.0211395,0.0211395,0.0214578,0.0214578,0.0208139,0.0171693,0.0178295,0.0184709
89,0.179798,0.179462,0.179462,0.179133,0.179133,0.00333629,0.00346768,0.00346768,0.00359519,0.00359519,0.0168657,0.0170706,0.0170706,0.0172715,0.0172715,0.0211113,0.0214517,0.0214517,0.0217841,0.0217841,0.0211113,0.0166815,0.0173384,0.0179759
90,0.179556,0.179206,0.179206,0.178864,0.178864,0.00324139,0.0033718,0.0033718,0.0034982,0.0034982,0.0172028,0.0174224,0.0174224,0.0176376,0.0176376,0.0214001,0.0217548,0.0217548,0.0221009,0.0221009,0.0214001,0.0162069,0.016859,0.017491
91,0.179323,0.17896,0.17896,0.178605,0.178605,0.00314907,0.00327819,0.00327819,0.00340322,0.00340322,0.017528,0.0177622,0.0177622,0.0179914,0.0179914,0.0216806,0.0220492,0.0220492,0.0224086,0.0224086,0.0216806,0.0157453,0.016391,0.0170161
92,0.179099,0.178723,0.178723,0.178356,0.178356,0.00305926,0.00318685,0.00318685,0.00331027,0.00331027,0.0178418,0.0180903,0.0180903,0.0183333,0.0183333,0.021953,0.022335,0.022335,0.0227073,0.0227073,0.021953,0.0152963,0.0159342,0.0165513
93,0.178884,0.178495,0.178495,0.178117,0.178117,0.00297188,0.00309773,0.00309773,0.00321934,0.00321934,0.0181444,0.0184069,0.0184069,0.0186636,0.0186636,0.0222175,0.0226126,0.0226126,0.0229974,0.0229974,0.0222175,0.0148594,0.0154886,0.0160967
94,0.178677,0.178277,0.178277,0.177887,0.177887,0.00288687,0.00301079,0.00301079,0.00313043,0.00313043,0.0184361,0.0187125,0.0187125,0.0189825,0.0189825,0.0224743,0.022882,0.022882,0.0232789,0.0232789,0.0224743,0.0144343,0.015054,0.0156522
95,0.178479,0.178067,0.178067,0.177666,0.177666,0.00280416,0.00292601,0.00292601,0.00304355,0.00304355,0.0187172,0.0190071,0.0190071,0.0192903,0.0192903,0.0227236,0.0231436,0.0231436,0.0235522,0.0235522,0.0227236,0.0140208,0.0146301,0.0152178
96,0.178288,0.177865,0.177865,0.177454,0.177454,0.0027237,0.00284335,0.00284335,0.00295868,0.00295868,0.018988,0.0192913,0.0192913,0.0195872,0.0195872,0.0229657,0.0233975,0.0233975,0.0238176,0.0238176,0.0229657,0.0136185,0.0142168,0.0147934
