t,pSv,pSh,pSr,pIv,pIh,pIr,pRv,pRh,pRr
530,0.8252,0.593055,0.55367,0.004513155,0.01451975,0.0166856,0.003547625,0.392423,20.62284
531,0.825015,0.592045,0.552455,0.004633865,0.0148918,0.0171068,0.003549021,0.393063,20.660928
532,0.82481,0.590985,0.55119,0.004756645,0.0152688,0.0175331,0.003550708,0.393745,20.701272
533,0.82459,0.58988,0.54987,0.00488142,0.0156504,0.01796405,0.003552688,0.3944695,20.743896
534,0.824355,0.588725,0.5485,0.0050081,0.0160363,0.0183993,0.003554979,0.3952365,20.788848
535,0.8241,0.58753,0.547075,0.00513665,0.01642615,0.01883835,0.003557563,0.3960465,20.836128
536,0.82383,0.58628,0.5456,0.00526695,0.01681945,0.01928075,0.003560458,0.3969,20.885712
537,0.823545,0.584985,0.544075,0.00539885,0.0172159,0.019726,0.003563667,0.397797,20.937672
538,0.823245,0.583645,0.542495,0.00553235,0.01761495,0.0201735,0.003567188,0.398738,20.991984
539,0.822925,0.58226,0.540865,0.0056672,0.0180162,0.0206227,0.003571021,0.399723,21.048624
540,0.82259,0.58083,0.539185,0.00580335,0.0184191,0.021073,0.003575167,0.4007525,21.107664
541,0.822235,0.57935,0.537455,0.00594065,0.01882315,0.0215238,0.003579646,0.401826,21.169032
542,0.82187,0.57783,0.535675,0.00607895,0.01922775,0.02197435,0.003584438,0.4029435,21.232776
543,0.821485,0.57626,0.53385,0.00621805,0.0196323,0.02242405,0.003589563,0.4041055,21.298872
544,0.82108,0.574655,0.531975,0.00635785,0.02003625,0.02287215,0.00359501,0.405311,21.367272
545,0.820665,0.573,0.530055,0.00649815,0.02043895,0.02331785,0.003600781,0.4065605,21.438
546,0.82023,0.571305,0.528095,0.00663875,0.02083975,0.02376055,0.003606875,0.4078535,21.511008
547,0.819785,0.569575,0.526085,0.00677945,0.02123795,0.0241993,0.003613292,0.4091895,21.586296
548,0.81932,0.5678,0.524035,0.0069201,0.02163295,0.02463345,0.003620031,0.410568,21.663816
549,0.81884,0.56599,0.52195,0.00706045,0.02202395,0.0250621,0.003627104,0.411988,21.74352
550,0.818345,0.56414,0.51982,0.0072003,0.02241035,0.02548455,0.00363449,0.41345,21.825408
551,0.817835,0.562255,0.517655,0.00733945,0.02279135,0.02589985,0.003642198,0.4149525,21.909408
552,0.81731,0.56034,0.515455,0.00747765,0.02316625,0.0263073,0.003650219,0.416495,21.995472
553,0.816775,0.55839,0.51322,0.00761465,0.02353435,0.026706,0.003658552,0.418077,22.083576
554,0.816225,0.55641,0.510955,0.0077503,0.0238949,0.0270952,0.003667188,0.4196965,22.173624
555,0.81566,0.5544,0.50866,0.00788425,0.0242472,0.0274741,0.003676135,0.4213535,22.265592
556,0.815085,0.552365,0.50634,0.00801635,0.0245905,0.02784185,0.003685385,0.4230465,22.359384
557,0.8145,0.5503,0.50399,0.0081463,0.02492415,0.0281977,0.003694917,0.424774,22.454928
558,0.8139,0.548215,0.50162,0.0082739,0.02524745,0.02854095,0.00370474,0.426535,22.5522
559,0.81329,0.54611,0.499232,0.0083989,0.02555975,0.0288708,0.003714844,0.4283285,22.651056
560,0.81267,0.543985,0.4968245,0.0085211,0.02586035,0.02918655,0.003725219,0.430153,22.751472
561,0.81204,0.541845,0.4944015,0.00864015,0.02614865,0.02948765,0.003735865,0.4320065,22.853328
562,0.8114,0.53969,0.4919655,0.00875595,0.026424,0.0297733,0.00374676,0.433888,22.956552
563,0.810755,0.53752,0.4895185,0.0088682,0.0266859,0.030043,0.003757896,0.4357955,23.061048
564,0.8101,0.53534,0.487064,0.00897675,0.0269338,0.0302962,0.003769281,0.4377275,23.166696
565,0.809435,0.53315,0.484604,0.0090813,0.0271672,0.0305324,0.003780885,0.439682,23.273448
566,0.80877,0.530955,0.482141,0.00918165,0.0273856,0.03075105,0.003792719,0.441658,23.381184
567,0.808095,0.52876,0.4796775,0.00927765,0.02758865,0.03095185,0.00380475,0.443653,23.489784
568,0.807415,0.52656,0.4772165,0.00936915,0.02777585,0.03113435,0.003816969,0.445665,23.599176
569,0.806735,0.52436,0.4747595,0.0094559,0.027947,0.03129825,0.003829385,0.4476925,23.709216
570,0.80605,0.522165,0.47231,0.00953775,0.0281017,0.03144335,0.003841958,0.4497335,23.819832
571,0.80536,0.519975,0.46987,0.00961455,0.02823975,0.0315694,0.003854698,0.451786,23.930904
572,0.80467,0.51779,0.467442,0.0096862,0.028361,0.03167625,0.003867583,0.453848,24.04224
573,0.80398,0.515615,0.4650285,0.00975255,0.0284652,0.0317638,0.003880594,0.4559175,24.15408
574,0.803285,0.513455,0.462631,0.00981345,0.0285523,0.03183205,0.003893729,0.4579925,24.26568
575,0.802595,0.511305,0.460253,0.0098689,0.0286223,0.03188105,0.003906969,0.460071,24.37752
576,0.801905,0.509175,0.4578955,0.0099187,0.0286751,0.0319108,0.003920302,0.462151,24.48936
577,0.80122,0.50706,0.4555615,0.0099629,0.0287108,0.03192145,0.003933708,0.4642305,24.60072
578,0.800535,0.504965,0.453252,0.01000135,0.0287295,0.03191315,0.003947188,0.466307,24.71208
579,0.79985,0.50289,0.45097,0.01003405,0.0287313,0.0318862,0.003960708,0.4683795,24.82296
580,0.799175,0.50084,0.448717,0.010061,0.0287164,0.03184085,0.00397426,0.4704455,24.93312
581,0.7985,0.498812,0.446495,0.0100822,0.028685,0.03177735,0.003987844,0.472503,25.04304
582,0.797835,0.4968125,0.444305,0.0100976,0.0286374,0.03169615,0.004001427,0.4745505,25.152
583,0.79717,0.4948405,0.442149,0.0101073,0.0285739,0.03159765,0.00401501,0.4765855,25.26024
584,0.796515,0.492898,0.440029,0.0101113,0.0284948,0.0314822,0.004028573,0.478607,25.36752
585,0.79587,0.490987,0.4379455,0.01010965,0.0284005,0.0313504,0.004042094,0.4806125,25.47384
586,0.79523,0.4891075,0.4359005,0.0101024,0.0282914,0.0312027,0.004055573,0.482601,25.57896
587,0.7946,0.4872615,0.4338945,0.0100897,0.0281679,0.0310396,0.00406899,0.4845705,25.68312
588,0.793975,0.48545,0.4319295,0.01007155,0.0280305,0.03086175,0.004082323,0.4865195,25.78608
589,0.793365,0.4836745,0.430006,0.01004815,0.0278797,0.03066965,0.004095583,0.488446,25.8876
590,0.79276,0.481935,0.428125,0.01001955,0.02771595,0.030464,0.00410874,0.490349,25.98768
591,0.79217,0.480233,0.426288,0.00998585,0.0275398,0.03024535,0.004121781,0.492227,26.08632
592,0.791585,0.4785695,0.4244945,0.00994725,0.02735175,0.03001435,0.004134698,0.494079,26.18352
593,0.791015,0.4769445,0.422746,0.0099039,0.02715245,0.02977165,0.00414749,0.495903,26.27904
594,0.79046,0.4753595,0.421043,0.0098559,0.02694235,0.02951795,0.004160125,0.497698,26.37312
595,0.78991,0.4738145,0.419386,0.00980345,0.0267221,0.0292538,0.004172604,0.499463,26.46528
596,0.789375,0.4723105,0.417775,0.00974665,0.0264922,0.02897995,0.004184927,0.501195,26.55576
597,0.788855,0.470847,0.416211,0.00968575,0.0262533,0.02869705,0.004197063,0.5029,26.64432
598,0.788345,0.4694255,0.414694,0.00962085,0.026006,0.02840575,0.004209021,0.50457,26.7312
599,0.78785,0.4680455,0.413224,0.0095522,0.02575075,0.02810665,0.004220771,0.506205,26.81616
600,0.78737,0.4667075,0.411801,0.00947995,0.02548825,0.02780045,0.004232333,0.507805,26.8992
601,0.7869,0.4654115,0.4104255,0.0094043,0.025219,0.0274878,0.004243677,0.50937,26.98008
602,0.786445,0.4641575,0.409097,0.00932545,0.0249436,0.02716925,0.004254802,0.5109,27.05928
603,0.786005,0.462946,0.407816,0.0092435,0.0246626,0.02684545,0.004265698,0.51239,27.13632
604,0.785575,0.4617765,0.406582,0.00915875,0.0243765,0.02651705,0.004276365,0.513845,27.2112
605,0.78516,0.4606495,0.405395,0.0090713,0.0240859,0.02618455,0.004286802,0.515265,27.28416
606,0.784765,0.459564,0.404254,0.0089814,0.0237913,0.0258485,0.004296979,0.516645,27.35496
607,0.78438,0.4585205,0.40316,0.00888925,0.02349315,0.02550955,0.004306917,0.517985,27.42384
608,0.78401,0.457519,0.4021115,0.00879495,0.023192,0.02516815,0.004316604,0.51929,27.49056
609,0.78365,0.4565585,0.401109,0.0086987,0.0228883,0.0248248,0.004326031,0.520555,27.55512
610,0.78331,0.455639,0.4001515,0.00860075,0.02258255,0.02448,0.004335188,0.52178,27.61776
611,0.78298,0.4547605,0.399239,0.0085012,0.02227515,0.02413425,0.004344094,0.522965,27.678
612,0.78267,0.453922,0.398371,0.00840025,0.02196655,0.023788,0.004352719,0.52411,27.73632
613,0.78237,0.4531235,0.397546,0.00829805,0.0216571,0.02344165,0.004361083,0.52522,27.79248
614,0.782085,0.4523645,0.396765,0.0081948,0.0213473,0.0230956,0.004369167,0.52629,27.84672
615,0.781815,0.451645,0.3960265,0.00809065,0.02103745,0.02275025,0.00437699,0.52732,27.8988
616,0.781555,0.4509635,0.3953295,0.0079857,0.0207279,0.022406,0.004384521,0.52831,27.94872
617,0.781315,0.4503205,0.3946745,0.0078801,0.020419,0.0220631,0.004391792,0.52926,27.99648
618,0.781085,0.449715,0.3940605,0.0077741,0.0201111,0.02172195,0.004398771,0.530175,28.04256
619,0.78087,0.4491465,0.3934865,0.0076677,0.01980445,0.02138285,0.004405479,0.53105,28.08624
620,0.780665,0.4486145,0.392952,0.0075611,0.0194994,0.0210461,0.004411917,0.531885,28.128
621,0.78048,0.4481185,0.3924565,0.00745445,0.01919615,0.0207119,0.004418073,0.532685,28.16784
622,0.7803,0.4476575,0.391999,0.0073478,0.018895,0.0203805,0.004423948,0.533445,28.20576
623,0.78014,0.4472315,0.3915795,0.0072413,0.0185961,0.0200522,0.004429563,0.53417,28.24176
624,0.77999,0.4468395,0.3911965,0.00713505,0.0182998,0.0197272,0.004434885,0.53486,28.2756
625,0.779855,0.446481,0.3908495,0.0070292,0.01800615,0.0194056,0.004439948,0.535515,28.30776
626,0.77973,0.4461555,0.390538,0.00692375,0.01771545,0.0190877,0.00444474,0.53613,28.338
627,0.779615,0.4458625,0.3902615,0.0068189,0.01742785,0.01877355,0.00444926,0.53671,28.36632
628,0.779515,0.445601,0.390019,0.00671465,0.01714345,0.0184634,0.00445351,0.537255,28.39296
629,0.77943,0.4453705,0.38981,0.0066111,0.01686245,0.0181573,0.00445751,0.537765,28.41768
630,0.77935,0.4451705,0.3896335,0.0065084,0.01658495,0.0178554,0.00446124,0.538245,28.44048
631,0.77929,0.4450005,0.3894885,0.0064065,0.0163111,0.01755785,0.004464708,0.53869,28.46184
632,0.779235,0.4448595,0.389375,0.00630555,0.01604095,0.01726465,0.004467917,0.5391,28.48128
633,0.77919,0.444747,0.3892925,0.0062056,0.01577465,0.01697595,0.004470885,0.53948,28.49904
634,0.77916,0.4446625,0.3892395,0.0061067,0.01551225,0.01669175,0.004473594,0.539825,28.51536
635,0.77914,0.4446055,0.3892155,0.00600885,0.0152538,0.0164122,0.004476063,0.54014,28.52976
636,0.77913,0.444575,0.38922,0.0059122,0.0149994,0.01613725,0.004478292,0.540425,28.54296
637,0.77913,0.4445705,0.3892525,0.0058167,0.0147491,0.015867,0.004480271,0.54068,28.55424
638,0.77914,0.4445915,0.389312,0.00572245,0.01450295,0.0156015,0.004482021,0.540905,28.56408
639,0.77916,0.4446375,0.3893985,0.0056294,0.01426095,0.0153407,0.004483542,0.5411,28.57248
640,0.77919,0.444708,0.3895105,0.0055377,0.0140231,0.01508465,0.004484823,0.54127,28.57944
641,0.77923,0.444802,0.3896475,0.0054473,0.0137895,0.0148333,0.004485885,0.54141,28.58496
642,0.77928,0.444919,0.389809,0.00535825,0.01356015,0.01458675,0.004486729,0.54152,28.58904
643,0.779335,0.445059,0.389995,0.00527055,0.01333495,0.01434495,0.004487354,0.541605,28.59168
644,0.779405,0.4452205,0.390204,0.00518425,0.01311405,0.01410785,0.004487771,0.541665,28.59312
645,0.77948,0.4454035,0.3904355,0.0050993,0.01289735,0.01387545,0.004487979,0.5417,28.59312
646,0.77956,0.445608,0.3906895,0.0050158,0.01268485,0.01364775,0.004487979,0.541705,28.59192
647,0.779655,0.445832,0.390965,0.004933725,0.01247655,0.01342465,0.004487771,0.54169,28.58928
648,0.779755,0.4460765,0.3912615,0.00485306,0.0122724,0.0132062,0.004487375,0.54165,28.58544
649,0.77986,0.44634,0.3915785,0.004773825,0.0120724,0.0129923,0.004486781,0.54159,28.58064
650,0.779975,0.446622,0.391915,0.004696025,0.0118765,0.01278295,0.004486,0.5415,28.5744
651,0.7801,0.446923,0.392271,0.00461966,0.0116847,0.0125781,0.004485031,0.541395,28.5672
652,0.78023,0.447241,0.3926455,0.004544725,0.01149695,0.01237765,0.004483885,0.54126,28.5588
653,0.780365,0.4475765,0.3930385,0.00447122,0.0113132,0.01218165,0.004482563,0.54111,28.54944
654,0.78051,0.447929,0.3934495,0.004399145,0.01113345,0.01198995,0.004481073,0.540935,28.53888
655,0.78066,0.448298,0.393877,0.004328485,0.0109576,0.0118025,0.004479406,0.540745,28.52736
656,0.780815,0.4486825,0.394322,0.004259235,0.0107856,0.0116193,0.004477573,0.54053,28.51488
657,0.78098,0.4490825,0.3947825,0.00419139,0.01061745,0.0114403,0.004475573,0.5403,28.5012
658,0.78115,0.4494975,0.395259,0.004124935,0.0104531,0.0112654,0.004473427,0.54005,28.4868
659,0.781325,0.449927,0.395751,0.00405986,0.01029245,0.0110945,0.004471125,0.53978,28.47144
660,0.78151,0.4503705,0.3962575,0.00399616,0.01013545,0.01092765,0.004468667,0.539495,28.45512
661,0.781695,0.450828,0.3967785,0.00393381,0.0099821,0.01076465,0.004466073,0.53919,28.43784
662,0.78189,0.4512985,0.3973135,0.003872805,0.00983235,0.01060555,0.004463323,0.53887,28.41984
663,0.782085,0.4517815,0.397862,0.003813125,0.00968605,0.01045025,0.004460438,0.53853,28.40112
664,0.78229,0.4522775,0.3984235,0.00375476,0.00954325,0.0102987,0.004457427,0.53818,28.38144
665,0.782495,0.4527855,0.3989975,0.00369769,0.00940385,0.0101508,0.004454271,0.53781,28.3608
666,0.78271,0.453305,0.399584,0.0036419,0.0092678,0.0100065,0.004451,0.537425,28.33968
667,0.78293,0.453836,0.4001825,0.003587375,0.009135,0.0098658,0.004447594,0.53703,28.3176
668,0.78315,0.454378,0.400792,0.003534095,0.00900545,0.0097285,0.004444073,0.536615,28.29504
669,0.783375,0.4549305,0.401413,0.00348204,0.0088791,0.00959465,0.004440427,0.53619,28.27176
670,0.78361,0.455493,0.4020445,0.003431195,0.0087559,0.0094642,0.004436667,0.53575,28.24752
671,0.783845,0.456066,0.402686,0.003381545,0.0086357,0.009337,0.004432802,0.5353,28.2228
672,0.784085,0.456648,0.403338,0.00333307,0.00851855,0.009213,0.004428823,0.534835,28.1976
673,0.784325,0.4572395,0.4039995,0.003285745,0.00840435,0.0090922,0.00442474,0.534355,28.17168
674,0.784575,0.45784,0.4046705,0.00323956,0.00829305,0.00897455,0.004420552,0.533865,28.14504
675,0.784825,0.458449,0.40535,0.003194495,0.0081846,0.0088599,0.004416271,0.533365,28.11792
676,0.78508,0.4590665,0.4060385,0.003150525,0.00807895,0.00874825,0.004411885,0.532855,28.09032
677,0.785335,0.459692,0.4067355,0.00310764,0.007976,0.00863955,0.004407417,0.53233,28.062
678,0.785595,0.460325,0.40744,0.003065815,0.0078758,0.00853375,0.004402854,0.5318,28.0332
679,0.78586,0.4609655,0.4081525,0.003025035,0.0077782,0.00843075,0.004398198,0.531255,28.00392
680,0.78613,0.461613,0.4088725,0.00298528,0.0076832,0.0083305,0.004393458,0.530705,27.97416
681,0.7864,0.4622675,0.4095995,0.002946535,0.0075907,0.00823295,0.004388635,0.53014,27.94416
682,0.78667,0.4629285,0.410333,0.002908775,0.00750075,0.0081381,0.00438374,0.52957,27.91344
683,0.786945,0.463596,0.4110735,0.00287199,0.0074132,0.00804585,0.00437876,0.52899,27.88224
684,0.787225,0.46427,0.41182,0.002836155,0.00732805,0.00795615,0.004373708,0.5284,27.8508
685,0.787505,0.464949,0.412573,0.00280126,0.00724525,0.00786895,0.004368583,0.527805,27.81888
686,0.78779,0.465634,0.413331,0.002767285,0.00716475,0.0077842,0.004363396,0.5272,27.78648
687,0.788075,0.4663245,0.414095,0.00273421,0.0070865,0.0077019,0.004358135,0.52659,27.75384
688,0.788365,0.46702,0.414864,0.002702015,0.00701045,0.0076219,0.004352813,0.52597,27.72072
689,0.788655,0.46772,0.415638,0.002670695,0.0069366,0.00754425,0.004347427,0.525345,27.68736
690,0.788945,0.468425,0.416417,0.002640225,0.00686485,0.0074689,0.004341979,0.52471,27.65352
691,0.78924,0.4691345,0.4172005,0.00261059,0.0067952,0.00739575,0.004336469,0.52407,27.61944
692,0.789535,0.469848,0.417988,0.00258178,0.0067276,0.00732475,0.004330906,0.523425,27.58488
693,0.78983,0.4705655,0.4187795,0.00255377,0.006662,0.00725595,0.004325292,0.52277,27.55032
694,0.79013,0.471287,0.419575,0.002526555,0.00659835,0.00718925,0.004319625,0.522115,27.51528
695,0.79043,0.472012,0.420374,0.00250011,0.00653665,0.0071246,0.004313906,0.52145,27.48
696,0.790735,0.47274,0.4211765,0.002474425,0.00647685,0.00706195,0.004308146,0.520785,27.44448
697,0.79104,0.4734715,0.421982,0.00244949,0.0064189,0.0070013,0.004302333,0.52011,27.40872
698,0.791345,0.474206,0.4227905,0.002425285,0.00636275,0.0069426,0.004296479,0.51943,27.37272
699,0.79165,0.474943,0.423602,0.0024018,0.00630845,0.00688585,0.004290583,0.51875,27.33648
700,0.79196,0.475683,0.4244155,0.00237902,0.00625585,0.00683095,0.004284646,0.51806,27.30024
701,0.792265,0.476425,0.425232,0.002356935,0.006205,0.0067779,0.004278677,0.51737,27.26352
702,0.792575,0.4771695,0.4260505,0.002335525,0.00615585,0.0067267,0.004272667,0.516675,27.2268
703,0.79289,0.477916,0.4268705,0.002314785,0.0061084,0.00667725,0.004266615,0.515975,27.1896
704,0.7932,0.4786645,0.427693,0.0022947,0.00606255,0.00662955,0.004260542,0.515275,27.15264
705,0.79351,0.4794145,0.4285165,0.002275255,0.0060183,0.00658355,0.004254427,0.514565,27.1152
706,0.793825,0.4801665,0.429342,0.002256445,0.00597565,0.0065393,0.004248292,0.51386,27.07776
707,0.79414,0.4809195,0.4301685,0.002238255,0.00593455,0.0064967,0.004242125,0.513145,27.04008
708,0.794455,0.4816735,0.430996,0.002220675,0.005895,0.00645575,0.004235927,0.51243,27.0024
709,0.79477,0.482429,0.4318245,0.0022037,0.00585695,0.0064164,0.004229708,0.511715,26.96448
710,0.795085,0.4831855,0.4326535,0.002187305,0.00582035,0.0063786,0.004223469,0.510995,26.92656
711,0.795405,0.4839425,0.4334835,0.002171495,0.00578525,0.0063424,0.004217208,0.51027,26.8884
712,0.79572,0.4847,0.4343135,0.002156255,0.00575155,0.00630775,0.004210917,0.50955,26.85024
713,0.796035,0.485458,0.435144,0.002141575,0.00571925,0.00627465,0.004204615,0.508825,26.81184
714,0.796355,0.4862165,0.4359745,0.002127445,0.0056884,0.006243,0.004198292,0.508095,26.77344
715,0.79667,0.486975,0.436805,0.00211386,0.00565885,0.00621285,0.004191958,0.507365,26.73504
716,0.79699,0.4877335,0.4376355,0.002100805,0.0056307,0.00618415,0.004185604,0.506635,26.69664
717,0.79731,0.4884915,0.4384655,0.00208828,0.0056039,0.00615685,0.00417924,0.505905,26.65824
718,0.797625,0.48925,0.439295,0.00207627,0.0055784,0.00613105,0.004172854,0.50517,26.6196
719,0.797945,0.4900075,0.4401235,0.00206477,0.00555415,0.0061066,0.004166469,0.50444,26.58096
720,0.798265,0.4907645,0.4409515,0.002053775,0.00553125,0.0060835,0.004160063,0.503705,26.54232
721,0.79858,0.491521,0.4417785,0.002043275,0.0055096,0.0060618,0.004153656,0.50297,26.50368
722,0.7989,0.492277,0.442604,0.00203326,0.0054892,0.0060415,0.00414724,0.502235,26.46504
723,0.799215,0.4930315,0.443429,0.002023735,0.00547,0.00602245,0.004140823,0.5015,26.4264
724,0.799535,0.4937855,0.444252,0.00201468,0.00545205,0.0060048,0.004134396,0.500765,26.38776
725,0.79985,0.4945375,0.4450735,0.002006095,0.0054353,0.0059884,0.004127958,0.500025,26.34912
726,0.80017,0.495289,0.4458935,0.001997975,0.00541975,0.00597335,0.004121531,0.4992915,26.31048
727,0.800485,0.4960385,0.446712,0.001990315,0.0054054,0.00595955,0.004115094,0.498556,26.27184
728,0.8008,0.4967865,0.447528,0.001983105,0.0053922,0.005947,0.004108656,0.497821,26.2332
729,0.801115,0.497533,0.4483425,0.001976345,0.0053802,0.00593575,0.004102219,0.4970865,26.19456
730,0.80143,0.4982775,0.4491545,0.001970025,0.00536935,0.00592575,0.004095792,0.496353,26.15616
