t,pSv,pSh,pSr,pIv,pIh,pIr,pRv,pRh,pRr
260,0.69808,0.338241,0.280533,0.0075926,0.0164895,0.01679165,0.006131875,0.64527,33.7284
261,0.69834,0.338847,0.281274,0.00727005,0.01576965,0.0160595,0.006133135,0.645385,33.72792
262,0.698625,0.339502,0.282063,0.0069609,0.01508335,0.0153623,0.006133625,0.645415,33.7236
263,0.698935,0.3402025,0.282898,0.0066647,0.01442915,0.01469845,0.006133375,0.64537,33.71544
264,0.69926,0.340947,0.283776,0.00638105,0.0138056,0.01406635,0.006132427,0.645245,33.70344
265,0.69961,0.341733,0.2846955,0.00610955,0.01321145,0.01346455,0.006130813,0.645055,33.68832
266,0.69998,0.3425575,0.285653,0.00584975,0.01264525,0.0128916,0.006128552,0.644795,33.66984
267,0.700365,0.3434195,0.2866475,0.00560125,0.01210585,0.01234615,0.006125688,0.644475,33.64824
268,0.70077,0.344316,0.2876765,0.0053636,0.0115919,0.0118268,0.006122229,0.64409,33.62376
269,0.70119,0.3452455,0.2887385,0.00513645,0.0111023,0.01133235,0.006118229,0.64365,33.59664
270,0.701625,0.346207,0.2898315,0.00491935,0.0106359,0.01086155,0.006113688,0.643155,33.56664
271,0.702075,0.3471975,0.2909535,0.004711935,0.01019155,0.0104133,0.006108656,0.64261,33.53448
272,0.702535,0.348216,0.2921035,0.004513805,0.0097683,0.0099864,0.006103135,0.642015,33.49968
273,0.70301,0.3492615,0.2932795,0.00432458,0.00936505,0.0095799,0.006097167,0.641375,33.46272
274,0.7035,0.3503315,0.2944805,0.0041439,0.0089809,0.0091927,0.00609076,0.64069,33.4236
275,0.704,0.3514255,0.295705,0.0039714,0.0086149,0.00882395,0.006083948,0.63996,33.38256
276,0.70451,0.3525415,0.2969515,0.003806735,0.0082662,0.0084726,0.00607674,0.63919,33.3396
277,0.70503,0.353679,0.2982185,0.003649565,0.00793395,0.0081379,0.006069167,0.638385,33.29496
278,0.70556,0.354836,0.299506,0.003499565,0.00761735,0.00781895,0.00606124,0.637545,33.2484
279,0.7061,0.356012,0.3008115,0.00335642,0.0073156,0.00751505,0.006052969,0.63667,33.2004
280,0.70665,0.357206,0.302135,0.003219825,0.00702805,0.0072253,0.006044396,0.635765,33.15072
281,0.707205,0.358417,0.303475,0.003089485,0.0067539,0.00694915,0.00603551,0.63483,33.0996
282,0.70777,0.3596435,0.3048305,0.002965125,0.0064926,0.00668585,0.006026354,0.633865,33.04728
283,0.70834,0.360885,0.306201,0.002846465,0.00624345,0.00643475,0.006016917,0.63287,32.99352
284,0.70892,0.3621405,0.3075855,0.00273325,0.00600585,0.0061953,0.006007229,0.631855,32.93856
285,0.709505,0.363409,0.308983,0.002625225,0.00577925,0.00596685,0.005997292,0.63081,32.8824
286,0.710095,0.3646905,0.3103925,0.002522155,0.00556315,0.0057489,0.005987135,0.629745,32.82528
287,0.71069,0.365983,0.311814,0.00242381,0.005357,0.0055409,0.00597675,0.62866,32.76696
288,0.711295,0.367287,0.313246,0.002329965,0.00516025,0.00534235,0.005966167,0.62755,32.70768
289,0.7119,0.3686015,0.3146885,0.002240415,0.00497255,0.00515285,0.005955396,0.626425,32.64768
290,0.71251,0.3699255,0.3161405,0.00215495,0.00479338,0.00497189,0.005944438,0.62528,32.58672
291,0.71313,0.371259,0.3176015,0.002073385,0.004622345,0.004799075,0.005933302,0.62412,32.5248
292,0.71375,0.372601,0.319071,0.001995535,0.004459045,0.004634005,0.00592201,0.62294,32.46216
293,0.71437,0.3739505,0.320548,0.001921225,0.004303105,0.00447629,0.005910563,0.621745,32.3988
294,0.715,0.375308,0.322033,0.001850285,0.004154165,0.004325585,0.005898969,0.62054,32.33472
295,0.71563,0.3766725,0.3235245,0.00178255,0.00401188,0.00418154,0.00588724,0.619315,32.27016
296,0.716265,0.378043,0.325022,0.00171788,0.00387593,0.004043835,0.005875375,0.61808,32.20488
297,0.7169,0.37942,0.326526,0.00165612,0.00374601,0.003912165,0.005863396,0.616835,32.13888
298,0.71754,0.3808025,0.3280355,0.001597135,0.00362183,0.00378624,0.005851302,0.615575,32.07264
299,0.71818,0.3821905,0.32955,0.00154079,0.003503105,0.00366578,0.005839104,0.614305,32.00568
300,0.718825,0.383583,0.331069,0.001486965,0.003389585,0.00355053,0.005826802,0.613025,31.93824
301,0.719475,0.3849805,0.3325925,0.001435535,0.003281015,0.00344024,0.005814406,0.61174,31.87032
302,0.72012,0.3863815,0.33412,0.00138639,0.003177155,0.003334675,0.005801927,0.61044,31.80216
303,0.72077,0.387787,0.335651,0.00133942,0.00307779,0.00323361,0.005789354,0.609135,31.73352
304,0.721425,0.3891955,0.3371855,0.001294525,0.0029827,0.003136835,0.005776719,0.60782,31.66464
305,0.722075,0.390607,0.338723,0.0012516,0.002891685,0.00304415,0.005764,0.6065,31.59528
306,0.72273,0.392022,0.340263,0.001210555,0.002804555,0.002955365,0.005751219,0.605175,31.52544
307,0.723385,0.393439,0.3418055,0.001171305,0.00272113,0.0028703,0.005738375,0.60384,31.4556
308,0.724045,0.3948585,0.3433505,0.00113376,0.00264123,0.002788785,0.005725469,0.6025,31.38528
309,0.7247,0.3962805,0.344897,0.001097845,0.0025647,0.00271065,0.00571251,0.601155,31.31472
310,0.72536,0.397704,0.3464455,0.001063475,0.00249138,0.002635745,0.00569951,0.599805,31.24416
311,0.72602,0.399129,0.347995,0.00103059,0.00242112,0.002563925,0.005686458,0.59845,31.17312
312,0.72668,0.4005555,0.349546,0.000999115,0.002353785,0.00249505,0.005673365,0.59709,31.10208
313,0.72734,0.401983,0.351098,0.00096898,0.00228924,0.00242899,0.005660229,0.59573,31.0308
314,0.728,0.4034115,0.352651,0.00094013,0.00222736,0.00236561,0.005647063,0.59436,30.95928
315,0.72866,0.404841,0.3542045,0.0009125,0.00216802,0.0023048,0.005633854,0.59299,30.88752
316,0.729325,0.406271,0.355758,0.00088604,0.00211111,0.002246445,0.005620625,0.59162,30.81576
317,0.729985,0.4077015,0.357312,0.00086069,0.002056525,0.002190435,0.005607365,0.59024,30.74376
318,0.730645,0.4091325,0.358866,0.000836405,0.002004155,0.00213667,0.005594083,0.588865,30.67176
319,0.73131,0.410563,0.36042,0.00081313,0.001953905,0.00208505,0.005580781,0.587485,30.59976
320,0.73197,0.4119935,0.361974,0.000790825,0.00190568,0.002035485,0.005567458,0.5861,30.52752
321,0.732635,0.413424,0.363527,0.000769445,0.001859395,0.00198789,0.005554125,0.584715,30.45528
322,0.733295,0.4148545,0.3650795,0.00074895,0.00181497,0.001942175,0.005540771,0.58333,30.38304
323,0.733955,0.416284,0.3666315,0.000729295,0.001772315,0.00189826,0.005527406,0.581945,30.31056
324,0.734615,0.417713,0.368183,0.00071045,0.00173136,0.001856075,0.005514031,0.580555,30.23808
325,0.735275,0.4191415,0.369733,0.00069237,0.001692035,0.00181555,0.005500646,0.579165,30.1656
326,0.735935,0.4205685,0.371282,0.00067503,0.00165427,0.00177661,0.00548726,0.577775,30.09312
327,0.736595,0.421995,0.37283,0.000658395,0.001617995,0.00173919,0.005473865,0.576385,30.02064
328,0.737255,0.4234205,0.3743765,0.000642435,0.001583155,0.001703235,0.005460469,0.574995,29.94816
329,0.737915,0.4248445,0.3759215,0.000627115,0.001549685,0.001668675,0.005447063,0.573605,29.87568
330,0.73857,0.4262675,0.3774655,0.000612415,0.00151753,0.001635465,0.005433667,0.572215,29.8032
331,0.73923,0.427689,0.379007,0.000598305,0.00148664,0.00160355,0.005420271,0.570825,29.73072
332,0.739885,0.4291085,0.3805475,0.00058476,0.001456965,0.00157287,0.005406875,0.569435,29.65824
333,0.74054,0.430527,0.382086,0.00057176,0.00142845,0.00154339,0.00539349,0.568045,29.58576
334,0.741195,0.431944,0.3836225,0.000559275,0.001401055,0.001515055,0.005380104,0.566655,29.51352
335,0.74185,0.4333585,0.385157,0.00054729,0.001374735,0.00148782,0.005366729,0.565265,29.44104
336,0.742505,0.434772,0.3866895,0.00053578,0.001349445,0.00146165,0.005353354,0.56388,29.3688
337,0.743155,0.436183,0.3882195,0.00052473,0.00132515,0.0014365,0.00534,0.56249,29.29656
338,0.743805,0.4375925,0.389748,0.00051412,0.00130181,0.001412335,0.005326646,0.561105,29.22432
339,0.744455,0.4389995,0.3912735,0.000503925,0.001279385,0.001389115,0.005313313,0.55972,29.15208
340,0.745105,0.4404045,0.392797,0.000494141,0.00125785,0.001366815,0.00529999,0.55834,29.08008
341,0.745755,0.4418075,0.394318,0.000484743,0.001237165,0.00134539,0.005286677,0.556955,29.00808
342,0.7464,0.443208,0.3958365,0.000475718,0.0012173,0.001324815,0.005273375,0.555575,28.93632
343,0.74705,0.4446065,0.397352,0.000467052,0.001198225,0.00130506,0.005260094,0.554195,28.86456
344,0.747695,0.4460025,0.3988655,0.000458731,0.001179915,0.0012861,0.005246823,0.552815,28.7928
345,0.74834,0.447396,0.400376,0.000450741,0.001162345,0.0012679,0.005233573,0.55144,28.72104
346,0.74898,0.4487875,0.401884,0.000443071,0.00114548,0.001250445,0.005220344,0.550065,28.64952
347,0.74962,0.450176,0.403389,0.000435709,0.001129305,0.0012337,0.005207125,0.548695,28.578
348,0.750265,0.451562,0.404891,0.000428642,0.001113795,0.00121765,0.005193927,0.547325,28.50672
349,0.7509,0.4529455,0.4063905,0.000421861,0.001098925,0.001202265,0.00518075,0.545955,28.43544
350,0.75154,0.454326,0.4078865,0.000415354,0.001084675,0.00118753,0.005167594,0.54459,28.3644
351,0.752175,0.455704,0.40938,0.000409113,0.001071025,0.001173425,0.005154448,0.543225,28.29336
352,0.752815,0.4570795,0.41087,0.000403128,0.001057955,0.001159925,0.005141333,0.541865,28.22256
353,0.753445,0.458452,0.4123575,0.000397391,0.001045455,0.00114702,0.00512824,0.540505,28.15176
354,0.75408,0.4598215,0.4138415,0.000391892,0.001033495,0.00113469,0.005115167,0.539145,28.0812
355,0.75471,0.4611885,0.4153225,0.000386623,0.00102207,0.001122915,0.005102115,0.53779,28.01064
356,0.75534,0.462552,0.4168,0.000381578,0.001011155,0.00111168,0.005089094,0.536435,27.94032
357,0.75597,0.463913,0.4182745,0.000376748,0.001000745,0.001100975,0.005076083,0.535085,27.87
358,0.7566,0.465271,0.4197455,0.000372128,0.00099082,0.001090785,0.005063104,0.53374,27.79992
359,0.757225,0.466626,0.421213,0.00036771,0.000981365,0.00108109,0.005050156,0.532395,27.72984
360,0.75785,0.4679775,0.4226775,0.000363488,0.00097237,0.001071885,0.005037229,0.53105,27.66
361,0.758475,0.469326,0.4241385,0.000359457,0.000963825,0.001063155,0.005024323,0.52971,27.5904
362,0.759095,0.470672,0.425596,0.00035561,0.000955715,0.00105489,0.005011438,0.528375,27.5208
363,0.759715,0.472014,0.42705,0.000351942,0.000948035,0.001047075,0.004998594,0.52704,27.45144
364,0.760335,0.4733535,0.4285005,0.000348449,0.00094077,0.001039705,0.00498576,0.525705,27.38208
365,0.760955,0.4746895,0.4299475,0.000345125,0.00093391,0.00103277,0.004972969,0.524375,27.31296
366,0.76157,0.476022,0.4313905,0.000341966,0.000927445,0.001026255,0.004960188,0.52305,27.24408
367,0.762185,0.4773515,0.4328305,0.000338968,0.000921375,0.00102016,0.004947448,0.521725,27.1752
368,0.762795,0.4786775,0.4342665,0.000336126,0.00091568,0.001014475,0.004934729,0.520405,27.10656
369,0.76341,0.48,0.435699,0.000333437,0.000910365,0.00100919,0.004922042,0.51909,27.03792
370,0.76402,0.4813195,0.4371275,0.000330897,0.000905415,0.0010043,0.004909385,0.517775,26.96976
371,0.764625,0.4826355,0.4385525,0.000328502,0.00090082,0.000999795,0.00489675,0.516465,26.90136
372,0.765235,0.483948,0.439974,0.00032625,0.000896585,0.000995675,0.004884146,0.515155,26.83344
373,0.76584,0.485257,0.4413915,0.000324137,0.000892695,0.00099193,0.004871573,0.51385,26.76552
374,0.766445,0.486563,0.442805,0.000322161,0.00088915,0.000988555,0.004859031,0.51255,26.69784
375,0.767045,0.487865,0.4442145,0.000320318,0.00088594,0.00098555,0.004846521,0.51125,26.6304
376,0.76765,0.4891635,0.4456205,0.000318607,0.000883065,0.000982905,0.004834031,0.509955,26.56296
377,0.768245,0.4904585,0.4470225,0.000317025,0.00088052,0.00098062,0.004821573,0.50866,26.49576
378,0.768845,0.49175,0.4484205,0.000315569,0.000878305,0.00097869,0.004809156,0.50737,26.4288
379,0.76944,0.4930375,0.4498145,0.000314238,0.000876405,0.00097711,0.00479676,0.506085,26.36208
380,0.770035,0.494322,0.4512045,0.00031303,0.00087483,0.00097588,0.004784396,0.504805,26.29536
381,0.77063,0.4956025,0.452591,0.000311942,0.00087357,0.000974995,0.004772063,0.503525,26.22888
382,0.77122,0.4968795,0.453973,0.000310975,0.000872625,0.000974455,0.004759771,0.50225,26.16264
383,0.77181,0.4981525,0.4553505,0.000310125,0.00087199,0.000974265,0.0047475,0.500975,26.0964
384,0.7724,0.499422,0.4567245,0.000309392,0.000871665,0.00097441,0.00473526,0.4997065,26.0304
385,0.772985,0.500685,0.458094,0.000308775,0.000871655,0.0009749,0.004723052,0.498441,25.96464
386,0.77357,0.50195,0.4594595,0.000308272,0.00087195,0.00097573,0.004710885,0.497179,25.89912
387,0.774155,0.503205,0.460821,0.000307882,0.000872555,0.0009769,0.00469874,0.49592,25.8336
388,0.774735,0.50446,0.462178,0.000307606,0.000873465,0.00097841,0.004686635,0.494665,25.76856
389,0.775315,0.50571,0.463531,0.000307441,0.000874685,0.000980265,0.004674552,0.4934135,25.70352
390,0.77589,0.50696,0.4648795,0.000307388,0.00087621,0.00098246,0.00466251,0.4921655,25.63872
391,0.77647,0.5082,0.4662235,0.000307446,0.000878045,0.000985,0.0046505,0.490921,25.57392
392,0.777045,0.50944,0.4675635,0.000307615,0.00088019,0.00098788,0.004638531,0.4896805,25.5096
393,0.777615,0.510675,0.468899,0.000307895,0.000882645,0.000991115,0.004626583,0.4884435,25.44528
394,0.778185,0.511905,0.47023,0.000308285,0.00088541,0.00099469,0.004614677,0.48721,25.3812
395,0.778755,0.51313,0.4715565,0.000308785,0.000888495,0.000998625,0.004602792,0.4859805,25.31736
396,0.779325,0.514355,0.472879,0.000309397,0.00089189,0.00100291,0.004590948,0.4847545,25.25376
397,0.77989,0.51557,0.4741965,0.000310119,0.000895605,0.001007555,0.004579146,0.4835325,25.19016
398,0.780455,0.516785,0.4755095,0.000310953,0.000899645,0.00101256,0.004567365,0.482314,25.12704
399,0.78102,0.517995,0.476818,0.000311898,0.000904005,0.00101793,0.004555625,0.4810995,25.06392
400,0.78158,0.5192,0.478122,0.000312956,0.000908695,0.00102367,0.004543927,0.479889,25.00104
401,0.78214,0.520405,0.4794215,0.000314128,0.000913715,0.001029785,0.00453225,0.478682,24.9384
402,0.782695,0.5216,0.480716,0.000315413,0.000919075,0.00103628,0.004520615,0.4774795,24.876
403,0.78325,0.522795,0.482006,0.000316813,0.000924775,0.00104316,0.004509021,0.4762805,24.8136
404,0.783805,0.523985,0.483291,0.000318329,0.000930815,0.00105043,0.004497448,0.4750855,24.75168
405,0.784355,0.52517,0.4845715,0.000319963,0.00093721,0.001058095,0.004485917,0.4738945,24.68976
406,0.784905,0.52635,0.485847,0.000321715,0.00094396,0.00106617,0.004474427,0.4727075,24.62808
407,0.785455,0.527525,0.4871175,0.000323587,0.00095107,0.00107465,0.004462969,0.4715245,24.56688
408,0.786,0.528695,0.488383,0.000325581,0.000958545,0.00108355,0.004451542,0.4703455,24.50568
409,0.786545,0.529865,0.4896435,0.000327698,0.0009664,0.001092875,0.004440156,0.469171,24.44472
410,0.787085,0.531025,0.4908995,0.00032994,0.00097463,0.00110264,0.004428813,0.4680005,24.384
411,0.78763,0.532185,0.49215,0.000332308,0.000983255,0.001112845,0.0044175,0.466834,24.32328
412,0.788165,0.533335,0.4933955,0.000334806,0.00099227,0.0011235,0.004406219,0.465672,24.26304
413,0.788705,0.534485,0.4946355,0.000337435,0.001001695,0.00113462,0.004394979,0.464514,24.20304
414,0.78924,0.53563,0.4958705,0.000340197,0.00101153,0.00114621,0.004383781,0.4633605,24.14328
415,0.78977,0.536765,0.4971005,0.000343096,0.001021785,0.00115828,0.004372615,0.462211,24.08352
416,0.790305,0.5379,0.498325,0.000346132,0.001032475,0.00117085,0.00436149,0.4610665,24.02424
417,0.79083,0.53903,0.499544,0.00034931,0.001043605,0.001183925,0.004350396,0.459926,23.965056
418,0.79136,0.540155,0.50076,0.000352633,0.001055185,0.001197515,0.004339344,0.4587895,23.906136
419,0.791885,0.541275,0.501965,0.000356102,0.00106723,0.001211635,0.004328333,0.457658,23.84748
420,0.792405,0.54239,0.50317,0.000359722,0.00107975,0.0012263,0.004317365,0.456531,23.78904
421,0.79293,0.5435,0.504365,0.000363495,0.00109275,0.001241525,0.004306427,0.4554085,23.730864
422,0.793445,0.544605,0.505555,0.000367426,0.00110625,0.00125732,0.004295531,0.4542905,23.672928
423,0.793965,0.5457,0.50674,0.000371517,0.001120265,0.0012737,0.004284677,0.4531775,23.615232
424,0.79448,0.546795,0.50792,0.000375773,0.0011348,0.00129069,0.004273865,0.452069,23.5578
425,0.79499,0.547885,0.509095,0.000380198,0.001149875,0.001308295,0.004263083,0.4509655,23.500608
426,0.7955,0.54897,0.510265,0.000384796,0.0011655,0.001326535,0.004252354,0.4498665,23.44368
427,0.79601,0.550045,0.511425,0.000389572,0.001181695,0.001345435,0.004241656,0.4487725,23.387016
428,0.796515,0.55112,0.51258,0.000394529,0.001198475,0.001365,0.004231,0.447683,23.330616
429,0.79702,0.552185,0.51373,0.000399673,0.001215855,0.001385265,0.004220385,0.446599,23.274456
430,0.797525,0.553245,0.514875,0.000405009,0.00123385,0.00140624,0.004209823,0.44552,23.218608
431,0.798025,0.5543,0.51601,0.000410542,0.00125248,0.001427945,0.004199292,0.4444455,23.163
432,0.79852,0.55535,0.51714,0.000416277,0.001271765,0.001450405,0.004188802,0.443377,23.10768
433,0.799015,0.556395,0.518265,0.00042222,0.001291725,0.001473645,0.004178365,0.442313,23.052624
434,0.79951,0.557435,0.51938,0.000428377,0.001312375,0.001497685,0.004167969,0.4412545,22.997856
435,0.8,0.558465,0.52049,0.000434754,0.00133374,0.00152255,0.004157604,0.4402015,22.9434
436,0.80049,0.55949,0.521595,0.000441358,0.001355845,0.001548265,0.004147302,0.439154,22.889208
437,0.800975,0.56051,0.52269,0.000448194,0.001378705,0.001574855,0.004137031,0.4381115,22.835328
438,0.80146,0.561525,0.52378,0.000455271,0.001402345,0.00160235,0.004126813,0.437075,22.781736
439,0.80194,0.56253,0.52486,0.000462594,0.00142679,0.001630775,0.004116635,0.436044,22.728432
440,0.80242,0.56353,0.525935,0.000470172,0.00145207,0.001660165,0.0041065,0.435019,22.675464
441,0.802895,0.56452,0.527,0.000478012,0.001478205,0.001690545,0.004096417,0.4339995,22.622784
442,0.80337,0.56551,0.52806,0.000486122,0.001505225,0.001721945,0.004086375,0.432986,22.57044
443,0.80384,0.56649,0.52911,0.000494511,0.001533155,0.001754405,0.004076385,0.431978,22.518408
444,0.804305,0.56746,0.530155,0.000503185,0.00156203,0.001787955,0.004066448,0.4309765,22.466712
445,0.804775,0.568425,0.53119,0.00051216,0.001591875,0.00182263,0.004056552,0.429981,22.415328
446,0.805235,0.569385,0.53222,0.000521435,0.00162272,0.001858465,0.004046708,0.428992,22.364304
447,0.805695,0.570335,0.53324,0.00053103,0.001654605,0.0018955,0.004036917,0.4280095,22.313616
448,0.806155,0.57128,0.53425,0.00054095,0.00168756,0.001933775,0.004027167,0.427033,22.263264
449,0.80661,0.572215,0.53525,0.000551205,0.00172162,0.00197333,0.004017479,0.4260635,22.213272
450,0.80706,0.573145,0.536245,0.000561805,0.00175682,0.00201421,0.004007833,0.4251005,22.163664
451,0.80751,0.574065,0.537225,0.000572765,0.0017932,0.00205645,0.00399825,0.424144,22.114416
452,0.80796,0.574975,0.5382,0.00058409,0.0018308,0.002100105,0.003988719,0.4231945,22.065528
453,0.8084,0.57588,0.539165,0.0005958,0.001869655,0.002145215,0.00397924,0.4222525,22.017024
454,0.80884,0.576775,0.54012,0.000607905,0.00190981,0.00219183,0.003969813,0.4213175,21.968928
455,0.80928,0.57766,0.54107,0.000620415,0.00195131,0.002240005,0.003960438,0.4203895,21.921216
456,0.809715,0.578535,0.542005,0.000633345,0.001994195,0.00228979,0.003951125,0.4194695,21.873888
457,0.810145,0.579405,0.54293,0.000646715,0.00203852,0.002341235,0.003941865,0.4185565,21.826992
458,0.81057,0.580265,0.543845,0.000660525,0.002084325,0.0023944,0.003932667,0.4176515,21.780528
459,0.810995,0.581115,0.54475,0.000674805,0.002131665,0.00244934,0.003923531,0.4167545,21.734472
460,0.811415,0.581955,0.54564,0.000689565,0.002180585,0.00250612,0.003914448,0.4158655,21.688872
461,0.811835,0.582785,0.546525,0.000704815,0.002231145,0.002564795,0.003905438,0.414985,21.643728
462,0.81225,0.583605,0.547395,0.00072058,0.0022834,0.00262543,0.003896479,0.4141125,21.599016
463,0.81266,0.584415,0.548255,0.000736875,0.0023374,0.00268809,0.003887583,0.413249,21.554784
464,0.813065,0.585215,0.5491,0.000753715,0.00239321,0.00275285,0.00387876,0.4123935,21.511032
465,0.81347,0.586,0.549935,0.00077112,0.00245089,0.00281977,0.00387,0.4115475,21.46776
466,0.81387,0.58678,0.550755,0.00078911,0.0025105,0.00288893,0.003861302,0.4107105,21.424992
467,0.814265,0.587545,0.551565,0.000807705,0.00257211,0.002960405,0.003852677,0.409883,21.382728
468,0.814655,0.5883,0.55236,0.00082692,0.00263578,0.00303427,0.003844125,0.409065,21.340992
469,0.815045,0.58904,0.553145,0.000846785,0.00270158,0.0031106,0.003835635,0.408257,21.299784
470,0.815425,0.58977,0.55391,0.00086731,0.00276959,0.003189485,0.003827219,0.4074585,21.259128
471,0.815805,0.59049,0.554665,0.00088853,0.00283987,0.003271005,0.003818885,0.4066705,21.219024
472,0.81618,0.591195,0.555405,0.00091046,0.00291251,0.00335525,0.003810615,0.405893,21.179496
473,0.81655,0.591885,0.55613,0.000933125,0.002987575,0.003442305,0.003802427,0.4051265,21.140568
474,0.816915,0.592565,0.55684,0.00095655,0.00306515,0.003532265,0.003794323,0.4043705,21.10224
475,0.817275,0.59323,0.55753,0.00098076,0.00314532,0.00362523,0.003786292,0.403626,21.064512
476,0.817635,0.59388,0.558205,0.00100578,0.003228165,0.003721285,0.003778344,0.402893,21.027432
477,0.817985,0.594515,0.558865,0.00103164,0.003313775,0.00382054,0.003770479,0.402172,20.990976
478,0.81833,0.595135,0.55951,0.00105837,0.00340224,0.003923095,0.003762698,0.401463,20.955216
479,0.818675,0.59574,0.560135,0.00108599,0.00349365,0.00402906,0.00375501,0.4007665,20.920128
480,0.81901,0.59633,0.56074,0.001114535,0.0035881,0.00413853,0.003747406,0.4000825,20.885712
481,0.81934,0.596905,0.56133,0.00114403,0.003685685,0.00425163,0.003739896,0.3994115,20.85204
482,0.819665,0.59746,0.5619,0.001174515,0.003786505,0.004368465,0.003732479,0.398754,20.819088
483,0.819985,0.598,0.56245,0.001206015,0.00389066,0.00448915,0.003725156,0.3981105,20.786904
484,0.8203,0.59852,0.56298,0.00123856,0.00399826,0.004613805,0.003717927,0.397481,20.755488
485,0.82061,0.599025,0.56349,0.00127219,0.0041094,0.004742555,0.003710802,0.396866,20.724864
486,0.82091,0.59951,0.563975,0.001306935,0.004224195,0.004875515,0.003703781,0.3962655,20.695056
487,0.82121,0.599975,0.564445,0.00134283,0.00434275,0.0050128,0.003696865,0.3956805,20.666112
488,0.821495,0.600425,0.564885,0.00137991,0.004465185,0.0051546,0.003690052,0.395111,20.637984
489,0.82178,0.60085,0.56531,0.001418215,0.004591605,0.00530095,0.003683354,0.3945575,20.610768
490,0.822055,0.601255,0.565705,0.001457775,0.00472213,0.00545205,0.003676771,0.394021,20.58444
491,0.822325,0.60164,0.56608,0.001498635,0.004856875,0.00560795,0.003670302,0.393501,20.559048
492,0.82259,0.602005,0.566425,0.001540835,0.00499596,0.0057689,0.003663948,0.3929985,20.534616
493,0.822845,0.602345,0.56675,0.001584405,0.0051395,0.00593495,0.003657708,0.3925135,20.511168
494,0.823095,0.602665,0.567045,0.001629395,0.00528765,0.0061063,0.003651604,0.392047,20.488728
495,0.823335,0.60296,0.567315,0.001675835,0.00544045,0.006283,0.003645625,0.3915995,20.46732
496,0.823565,0.60323,0.567555,0.001723775,0.0055981,0.0064653,0.003639781,0.3911715,20.446968
497,0.82379,0.603475,0.56777,0.001773255,0.0057607,0.0066532,0.003634063,0.390763,20.42772
498,0.82401,0.603695,0.567955,0.00182431,0.0059284,0.00684695,0.00362849,0.390375,20.409576
499,0.824215,0.60389,0.56811,0.001876985,0.00610125,0.00704665,0.003623052,0.3900075,20.392608
500,0.824415,0.60406,0.56823,0.001931325,0.0062794,0.00725245,0.00361776,0.389662,20.376792
501,0.824605,0.6042,0.568325,0.00198737,0.00646305,0.0074644,0.003612625,0.389338,20.3622
502,0.82479,0.60431,0.568385,0.002045165,0.0066522,0.00768275,0.003607635,0.389037,20.348856
503,0.82496,0.604395,0.56841,0.00210475,0.00684705,0.00790755,0.003602802,0.388759,20.336784
504,0.825125,0.604445,0.5684,0.002166165,0.0070477,0.008139,0.003598125,0.388505,20.326008
505,0.825275,0.60447,0.56836,0.00222946,0.00725425,0.0083771,0.003593615,0.3882755,20.316576
506,0.82542,0.60446,0.568285,0.002294665,0.0074668,0.00862205,0.003589281,0.388071,20.308536
507,0.825555,0.604425,0.56817,0.002361825,0.00768545,0.008874,0.003585115,0.387892,20.301912
508,0.825675,0.60435,0.56802,0.002430985,0.00791035,0.00913295,0.003581115,0.387739,20.296728
509,0.825785,0.604245,0.56783,0.002502175,0.00814155,0.00939905,0.003577313,0.3876135,20.293008
510,0.82589,0.604105,0.5676,0.00257544,0.0083791,0.00967245,0.003573688,0.3875155,20.290824
511,0.825975,0.60393,0.567335,0.002650815,0.0086232,0.0099531,0.00357025,0.387446,20.2902
512,0.826055,0.60372,0.567025,0.002728335,0.0088738,0.0102412,0.00356701,0.3874055,20.29116
513,0.82612,0.603475,0.566675,0.002808025,0.00913105,0.0105367,0.003563969,0.3873945,20.293752
514,0.826175,0.60319,0.566285,0.002889925,0.009395,0.01083975,0.003561135,0.387414,20.298
515,0.826215,0.60287,0.56585,0.00297406,0.00966565,0.0111503,0.00355851,0.3874645,20.303976
516,0.826245,0.60251,0.56537,0.003060455,0.00994305,0.01146845,0.003556104,0.387547,20.31168
517,0.826265,0.60211,0.56485,0.00314914,0.01022725,0.01179415,0.003553906,0.3876615,20.32116
518,0.826265,0.60167,0.56428,0.00324012,0.0105182,0.0121274,0.003551938,0.38781,20.332464
519,0.826255,0.60119,0.563665,0.00333343,0.01081595,0.0124682,0.003550198,0.3879915,20.345616
520,0.826235,0.60067,0.563005,0.003429065,0.01112045,0.01281645,0.003548698,0.3882085,20.360664
521,0.826195,0.60011,0.562295,0.003527045,0.0114317,0.0131722,0.003547427,0.38846,20.377632
522,0.826145,0.5995,0.561535,0.00362737,0.0117496,0.01353525,0.003546406,0.388748,20.396592
523,0.82608,0.598855,0.56073,0.00373004,0.0120741,0.0139055,0.003545635,0.3890725,20.41752
524,0.826,0.59816,0.559875,0.00383505,0.0124051,0.0142829,0.003545115,0.389434,20.440488
525,0.825905,0.597425,0.55897,0.003942385,0.0127425,0.0146672,0.003544865,0.389834,20.46552
526,0.825795,0.59664,0.55801,0.00405203,0.01308615,0.01505825,0.003544865,0.390272,20.492664
527,0.82567,0.595815,0.557005,0.004163965,0.0134359,0.0154559,0.003545135,0.3907495,20.521944
528,0.82553,0.59494,0.555945,0.004278155,0.01379155,0.01585985,0.003545688,0.391267,20.553384
529,0.825375,0.59402,0.554835,0.004394565,0.0141529,0.01626985,0.00354651,0.3918245,20.586984
