t,pSv,pSh,pSr,pIv,pIh,pIr,pRv,pRh,pRr
416,0.79539,0.538515,0.498321,0.000335784,0.00101891,0.001155635,0.204272,0.460465,0.500525
417,0.79591,0.539645,0.4995425,0.000338864,0.001029885,0.001168535,0.2037525,0.459325,0.499289
418,0.796425,0.54077,0.50076,0.000342084,0.00104131,0.001181945,0.203235,0.4581885,0.49806
419,0.796935,0.54189,0.50197,0.000345447,0.00105319,0.00119588,0.202719,0.457057,0.496836
420,0.797445,0.543005,0.503175,0.000348955,0.001065535,0.001210355,0.2022045,0.45593,0.495617
421,0.797955,0.544115,0.50437,0.000352613,0.00107836,0.00122538,0.2016925,0.4548075,0.4944025
422,0.79846,0.54522,0.505565,0.000356424,0.00109168,0.001240965,0.201182,0.4536895,0.493194
423,0.798965,0.54632,0.506755,0.00036039,0.0011055,0.001257135,0.200673,0.4525765,0.49199
424,0.79947,0.54741,0.507935,0.000364517,0.001119845,0.0012739,0.2001665,0.451468,0.4907915
425,0.79997,0.5485,0.50911,0.000368808,0.001134715,0.00129128,0.1996615,0.450364,0.489598
426,0.80047,0.549585,0.51028,0.000373266,0.001150135,0.001309285,0.1991585,0.449265,0.48841
427,0.800965,0.550665,0.511445,0.000377896,0.00116611,0.00132794,0.198657,0.4481705,0.4872275
428,0.80146,0.551735,0.512605,0.000382704,0.00118267,0.00134726,0.198158,0.4470815,0.48605
429,0.80195,0.552805,0.513755,0.000387692,0.00119982,0.00136726,0.1976605,0.445997,0.4848785
430,0.80244,0.553865,0.5149,0.000392867,0.001217575,0.001387965,0.1971655,0.4449175,0.4837125
431,0.80293,0.55492,0.51604,0.000398233,0.001235965,0.0014094,0.196672,0.4438435,0.482552
432,0.803415,0.55597,0.51717,0.000403795,0.001254995,0.001431575,0.1961805,0.442774,0.4813975
433,0.8039,0.557015,0.518295,0.000409559,0.001274695,0.00145452,0.1956915,0.44171,0.4802485
434,0.80438,0.558055,0.519415,0.000415531,0.001295075,0.001478255,0.195204,0.4406515,0.4791055
435,0.80486,0.559085,0.52053,0.000421717,0.001316165,0.00150281,0.1947185,0.439598,0.477968
436,0.805335,0.56011,0.521635,0.000428122,0.00133798,0.0015282,0.1942355,0.4385495,0.476837
437,0.80581,0.56113,0.522735,0.000434754,0.001360545,0.00155446,0.1937545,0.437507,0.475712
438,0.806285,0.562145,0.523825,0.000441618,0.00138388,0.001581615,0.1932755,0.43647,0.474593
439,0.806755,0.563155,0.52491,0.000448723,0.001408015,0.00160969,0.1927985,0.4354385,0.4734805
440,0.80722,0.564155,0.525985,0.000456075,0.00143297,0.001638715,0.1923235,0.4344125,0.4723745
441,0.807685,0.56515,0.527055,0.000463681,0.00145877,0.00166872,0.191851,0.4333925,0.471275
442,0.80815,0.566135,0.52812,0.00047155,0.00148545,0.001699735,0.1913805,0.4323785,0.4701815
443,0.80861,0.567115,0.529175,0.000479689,0.001513025,0.001731795,0.1909125,0.43137,0.469095
444,0.809065,0.56809,0.53022,0.000488107,0.001541535,0.001764935,0.1904465,0.430368,0.4680155
445,0.80952,0.569055,0.53126,0.000496813,0.001571005,0.00179919,0.189983,0.4293715,0.4669425
446,0.809975,0.570015,0.53229,0.000505815,0.001601465,0.00183459,0.1895215,0.428382,0.465877
447,0.810425,0.57097,0.53331,0.000515125,0.001632955,0.00187118,0.1890625,0.427398,0.464818
448,0.81087,0.571915,0.534325,0.00052475,0.0016655,0.001908995,0.1886055,0.426421,0.4637665
449,0.811315,0.57285,0.53533,0.0005347,0.001699135,0.001948075,0.1881515,0.4254505,0.4627225
450,0.811755,0.57378,0.536325,0.00054499,0.0017339,0.001988465,0.1876995,0.4244865,0.461686
451,0.812195,0.5747,0.537315,0.000555625,0.00176983,0.002030205,0.18725,0.423529,0.460657
452,0.81263,0.575615,0.53829,0.00056662,0.00180697,0.00207334,0.186803,0.4225785,0.4596355
453,0.813065,0.57652,0.53926,0.00057799,0.00184535,0.00211792,0.186359,0.4216355,0.458622
454,0.813495,0.577415,0.54022,0.000589735,0.001885015,0.00216399,0.185917,0.420699,0.457617
455,0.81392,0.578305,0.54117,0.00060188,0.001926015,0.002211605,0.1854775,0.41977,0.45662
456,0.814345,0.579185,0.54211,0.000614435,0.001968385,0.00226081,0.185041,0.4188485,0.455631
457,0.814765,0.580055,0.543035,0.00062741,0.002012175,0.00231166,0.184607,0.4179345,0.454651
458,0.815185,0.580915,0.543955,0.00064082,0.002057435,0.00236421,0.184176,0.417028,0.4536795
459,0.8156,0.581765,0.544865,0.000654685,0.00210421,0.002418525,0.1837475,0.4161295,0.452717
460,0.81601,0.58261,0.54576,0.000669015,0.00215255,0.00247465,0.183322,0.415239,0.4517635
461,0.816415,0.58344,0.54665,0.000683825,0.002202515,0.00253266,0.182899,0.414357,0.450819
462,0.81682,0.584265,0.547525,0.00069913,0.002254155,0.00259261,0.1824795,0.413483,0.449884
463,0.817225,0.585075,0.548385,0.000714955,0.00230753,0.00265457,0.1820625,0.4126175,0.448959
464,0.81762,0.585875,0.54924,0.00073131,0.00236269,0.002718605,0.1816485,0.4117605,0.4480435
465,0.818015,0.58667,0.550075,0.00074821,0.002419705,0.00278479,0.181238,0.4109125,0.4471385
466,0.818405,0.58745,0.550905,0.000765685,0.00247863,0.002853185,0.18083,0.4100735,0.4462435
467,0.81879,0.588215,0.551715,0.000783745,0.002539535,0.002923875,0.1804255,0.409244,0.4453595
468,0.819175,0.588975,0.552515,0.00080241,0.002602485,0.002996935,0.1800245,0.408424,0.444486
469,0.81955,0.58972,0.553305,0.000821705,0.00266755,0.003072445,0.1796265,0.4076135,0.4436235
470,0.819925,0.59045,0.554075,0.00084165,0.002734795,0.003150485,0.179232,0.406813,0.442772
471,0.820295,0.591175,0.554835,0.00086226,0.002804295,0.003231135,0.178841,0.406023,0.4419325
472,0.820665,0.59188,0.55558,0.00088357,0.00287613,0.00331449,0.1784535,0.405243,0.4411045
473,0.821025,0.592575,0.55631,0.00090559,0.002950375,0.00340063,0.1780695,0.4044735,0.440289
474,0.821385,0.59326,0.557025,0.000928355,0.003027105,0.003489655,0.177689,0.4037155,0.439486
475,0.821735,0.593925,0.557725,0.000951885,0.00310641,0.00358166,0.1773125,0.402968,0.4386955
476,0.822085,0.59458,0.558405,0.0009762,0.003188365,0.003676735,0.1769395,0.4022325,0.437918
477,0.82243,0.59522,0.55907,0.001001335,0.003273065,0.00377498,0.1765705,0.4015085,0.437154
478,0.822765,0.595845,0.55972,0.001027315,0.0033606,0.003876505,0.176206,0.400796,0.436404
479,0.8231,0.59645,0.56035,0.001054165,0.003451055,0.003981415,0.175845,0.4000965,0.4356675
480,0.82343,0.597045,0.560965,0.001081915,0.003544525,0.00408981,0.1754885,0.3994095,0.434946
481,0.823755,0.597625,0.56156,0.001110595,0.00364111,0.004201805,0.175136,0.3987355,0.434239
482,0.82407,0.598185,0.562135,0.001140235,0.003740905,0.00431751,0.174788,0.3980745,0.4335475
483,0.824385,0.59873,0.56269,0.001170865,0.003844015,0.004437045,0.1744445,0.3974275,0.4328715
484,0.82469,0.599255,0.56323,0.001202515,0.003950545,0.004560525,0.1741055,0.396794,0.432211
485,0.824995,0.599765,0.563745,0.00123522,0.00406059,0.00468807,0.173771,0.396175,0.4315675
486,0.82529,0.600255,0.56424,0.001269015,0.00417427,0.00481981,0.1734415,0.395571,0.4309405
487,0.82558,0.600725,0.564715,0.001303935,0.004291685,0.00495586,0.173117,0.394982,0.430331
488,0.825865,0.60118,0.565165,0.00134001,0.004412955,0.00509635,0.1727975,0.3944085,0.4297395
489,0.82614,0.60161,0.565595,0.00137728,0.00453819,0.0052414,0.172483,0.393851,0.429166
490,0.82641,0.602025,0.566,0.001415775,0.004667505,0.0053912,0.1721735,0.3933095,0.4286115
491,0.826675,0.602415,0.56638,0.00145554,0.00480102,0.0055458,0.17187,0.392785,0.428076
492,0.82693,0.602785,0.566735,0.00149661,0.004938855,0.00570535,0.1715715,0.392278,0.42756
493,0.82718,0.60313,0.567065,0.001539025,0.00508115,0.00587005,0.171279,0.3917885,0.4270645
494,0.827425,0.603455,0.56737,0.00158282,0.00522795,0.00604,0.1709925,0.3913175,0.42659
495,0.82766,0.603755,0.56765,0.00162804,0.00537945,0.0062153,0.1707115,0.3908645,0.426137
496,0.82789,0.604035,0.5679,0.00167472,0.0055358,0.0063961,0.170437,0.390431,0.425706
497,0.82811,0.604285,0.56812,0.001722905,0.00569705,0.0065826,0.1701685,0.3900175,0.4252975
498,0.82832,0.604515,0.568315,0.001772635,0.00586335,0.0067749,0.1699065,0.389624,0.424912
499,0.828525,0.604715,0.568475,0.00182395,0.00603485,0.0069731,0.1696515,0.389251,0.4245505
500,0.82872,0.60489,0.56861,0.00187689,0.0062116,0.0071774,0.169403,0.3888995,0.4242135
501,0.828905,0.605035,0.56871,0.0019315,0.00639385,0.0073879,0.169161,0.38857,0.4239015
502,0.829085,0.605155,0.56878,0.001987825,0.0065816,0.0076047,0.1689265,0.388263,0.423615
503,0.829255,0.605245,0.568815,0.0020459,0.006775,0.007828,0.1686995,0.387979,0.423355
504,0.829415,0.605305,0.56882,0.00210577,0.0069742,0.00805795,0.16848,0.3877185,0.4231225
505,0.829565,0.60534,0.56879,0.00216748,0.00717935,0.00829455,0.168268,0.387482,0.4229175
506,0.829705,0.60534,0.56872,0.002231065,0.00739045,0.008538,0.168064,0.387271,0.422741
507,0.829835,0.605305,0.56862,0.00229657,0.00760765,0.00878845,0.167868,0.387085,0.422594
508,0.829955,0.605245,0.568475,0.002364035,0.0078311,0.00904595,0.16768,0.3869255,0.422477
509,0.830065,0.605145,0.5683,0.00243349,0.0080609,0.0093106,0.167501,0.386793,0.4223905
510,0.830165,0.605015,0.56808,0.002504985,0.00829705,0.0095825,0.16733,0.3866875,0.4223355
511,0.830255,0.60485,0.567825,0.00257855,0.00853975,0.00986175,0.1671685,0.3866105,0.422313
512,0.83033,0.60465,0.56753,0.00265422,0.008789,0.01014845,0.167016,0.3865625,0.4223235
513,0.830395,0.60441,0.56719,0.00273203,0.0090449,0.0104426,0.166873,0.386544,0.4223675
514,0.83045,0.604135,0.56681,0.00281201,0.00930745,0.0107443,0.1667395,0.3865555,0.4224465
515,0.83049,0.603825,0.566385,0.00289419,0.0095768,0.0110536,0.1666155,0.3865985,0.4225605
516,0.83052,0.603475,0.56592,0.002978595,0.00985295,0.0113705,0.166502,0.3866725,0.422711
517,0.830535,0.603085,0.565405,0.003065255,0.0101359,0.01169505,0.1663985,0.3867795,0.4228985
518,0.83054,0.602655,0.56485,0.00315418,0.0104257,0.0120272,0.1663055,0.386919,0.4231235
519,0.83053,0.602185,0.564245,0.003245395,0.01072235,0.01236695,0.1662235,0.3870925,0.423387
520,0.83051,0.601675,0.563595,0.003338915,0.01102575,0.01271425,0.1661525,0.3873005,0.42369
521,0.830475,0.60112,0.5629,0.003434745,0.011336,0.0130691,0.1660925,0.387544,0.424033
522,0.830425,0.600525,0.56215,0.00353289,0.01165295,0.01343135,0.166044,0.387823,0.424417
523,0.83036,0.599885,0.561355,0.003633355,0.0119766,0.01380095,0.166007,0.3881385,0.4248425
524,0.83028,0.5992,0.56051,0.003736135,0.0123068,0.0141777,0.1659825,0.3884915,0.42531
525,0.83019,0.598475,0.55962,0.00384122,0.0126435,0.01456155,0.1659695,0.3888825,0.425821
526,0.83008,0.5977,0.55867,0.003948595,0.01298655,0.01495225,0.1659695,0.3893115,0.4263755
527,0.82996,0.596885,0.557675,0.00405824,0.0133358,0.01534965,0.165982,0.38978,0.4269745
528,0.829825,0.59602,0.55663,0.004170125,0.01369105,0.0157535,0.166007,0.3902885,0.4276185
529,0.82967,0.59511,0.55553,0.00428422,0.01405215,0.01616355,0.1660455,0.390837,0.428308
530,0.8295,0.594155,0.554375,0.00440048,0.0144188,0.0165795,0.1660975,0.3914265,0.429044
531,0.82932,0.59315,0.55317,0.004518855,0.01479085,0.01700105,0.1661625,0.3920575,0.4298265
532,0.82912,0.5921,0.551915,0.004639295,0.01516795,0.0174278,0.1662415,0.3927305,0.4306565
533,0.828905,0.591005,0.550605,0.004761735,0.0155498,0.01785945,0.1663345,0.3934455,0.4315345
534,0.82867,0.58986,0.549245,0.004886095,0.0159361,0.01829555,0.1664415,0.3942035,0.4324605
535,0.828425,0.58867,0.54783,0.0050123,0.0163265,0.01873565,0.166563,0.395005,0.433435
536,0.82816,0.58743,0.546365,0.00514025,0.01672055,0.0191793,0.1666985,0.3958495,0.434458
537,0.82788,0.586145,0.544845,0.0052699,0.01711785,0.01962595,0.166849,0.3967385,0.4355305
538,0.827585,0.58481,0.543275,0.00540105,0.017518,0.0200751,0.1670145,0.397671,0.436652
539,0.82727,0.58343,0.54165,0.00553365,0.01792045,0.02052615,0.1671945,0.3986475,0.437823
540,0.826945,0.582005,0.53998,0.0056676,0.0183248,0.0209785,0.1673895,0.399669,0.4390435
541,0.826595,0.580535,0.538255,0.00580265,0.0187304,0.02143155,0.1676,0.4007345,0.4403135
542,0.826235,0.57902,0.536485,0.00593875,0.0191368,0.02188465,0.1678255,0.4018445,0.4416325
543,0.82586,0.57746,0.53466,0.00607575,0.01954335,0.022337,0.1680665,0.4029985,0.443001
544,0.825465,0.575855,0.532795,0.00621345,0.0199495,0.02278805,0.1683225,0.404197,0.444418
545,0.825055,0.574205,0.53088,0.0063517,0.02035455,0.0232369,0.1685945,0.4054395,0.445884
546,0.82463,0.572515,0.52892,0.0064903,0.0207579,0.02368295,0.1688815,0.406726,0.447398
547,0.824185,0.570785,0.526915,0.0066291,0.0211589,0.0241253,0.1691835,0.4080555,0.4489595
548,0.82373,0.569015,0.52487,0.00676785,0.0215568,0.02456325,0.1695015,0.409428,0.450568
549,0.82326,0.567205,0.52278,0.0069064,0.021951,0.02499595,0.1698345,0.410843,0.452223
550,0.822775,0.56536,0.520655,0.0070445,0.0223407,0.02542255,0.1701825,0.4122995,0.4539235
551,0.82227,0.563475,0.51849,0.00718195,0.02272525,0.0258423,0.170546,0.4137975,0.4556685
552,0.821755,0.56156,0.51629,0.00731855,0.02310385,0.02625435,0.170924,0.4153355,0.4574575
553,0.82123,0.55961,0.514055,0.00745405,0.0234758,0.02665785,0.171317,0.4169135,0.459289
554,0.820685,0.55763,0.511785,0.0075882,0.0238404,0.027052,0.171725,0.4185295,0.461162
555,0.82013,0.55562,0.50949,0.0077208,0.0241969,0.027436,0.172147,0.4201835,0.463075
556,0.819565,0.55358,0.507165,0.0078516,0.02454455,0.027809,0.1725835,0.421874,0.465027
557,0.818985,0.551515,0.504815,0.0079804,0.0248827,0.0281703,0.173034,0.4236,0.4670165
558,0.818395,0.54943,0.50244,0.0081069,0.02521065,0.02851905,0.173498,0.4253595,0.469042
559,0.817795,0.54732,0.500045,0.0082309,0.02552765,0.02885455,0.173975,0.4271525,0.471102
560,0.81718,0.54519,0.4976295,0.00835215,0.0258331,0.0291761,0.1744655,0.4289765,0.473194
561,0.81656,0.543045,0.4951995,0.00847045,0.0261263,0.029483,0.174968,0.4308305,0.4753175
562,0.81593,0.54088,0.4927555,0.00858555,0.0264067,0.02977455,0.1754835,0.4327125,0.47747
563,0.815295,0.538705,0.4903005,0.0086972,0.0266737,0.03005025,0.17601,0.4346215,0.4796495
564,0.814645,0.53652,0.4878365,0.00880515,0.02692675,0.0303094,0.1765485,0.4365555,0.4818545
565,0.813995,0.53432,0.485366,0.0089093,0.0271653,0.03055155,0.1770975,0.438513,0.484082
566,0.813335,0.53212,0.4828925,0.00900935,0.0273889,0.0307762,0.177657,0.440492,0.4863315
567,0.81267,0.52991,0.480418,0.00910515,0.0275971,0.03098295,0.1782265,0.442491,0.4885995
568,0.812,0.527705,0.4779445,0.0091965,0.02778955,0.03117135,0.1788055,0.4445075,0.490884
569,0.811325,0.525495,0.475475,0.0092832,0.02796585,0.03134115,0.179393,0.4465405,0.4931835
570,0.810645,0.523285,0.4730125,0.00936515,0.0281257,0.03149205,0.179989,0.448587,0.4954955
571,0.809965,0.521085,0.4705585,0.00944215,0.02826885,0.0316238,0.1805925,0.4506455,0.4978175
572,0.809285,0.51889,0.4681165,0.009514,0.0283951,0.03173625,0.1812025,0.4527145,0.500145
573,0.8086,0.516705,0.4656875,0.0095807,0.02850425,0.0318293,0.1818195,0.4547915,0.502485
574,0.807915,0.51453,0.4632755,0.00964205,0.0285962,0.0319029,0.182442,0.456874,0.50482
575,0.80723,0.51237,0.4608815,0.009698,0.0286709,0.03195705,0.18307,0.458961,0.50716
576,0.80655,0.51022,0.458508,0.0097484,0.02872835,0.03199185,0.183702,0.46105,0.5095
577,0.80587,0.508095,0.456157,0.00979325,0.02876855,0.03200735,0.1843385,0.463139,0.511835
578,0.80519,0.505985,0.4538315,0.00983245,0.02879155,0.03200375,0.1849775,0.4652255,0.514165
579,0.804515,0.503895,0.451532,0.00986595,0.02879755,0.0319813,0.185619,0.4673085,0.516485
580,0.803845,0.50183,0.449262,0.0098938,0.0287867,0.03194015,0.1862625,0.4693855,0.5188
581,0.803175,0.4997865,0.447022,0.00991595,0.0287592,0.03188075,0.1869075,0.471454,0.521095
582,0.802515,0.4977715,0.444814,0.00993235,0.02871525,0.0318034,0.1875525,0.473513,0.52338
583,0.80186,0.495784,0.4426405,0.00994315,0.02865525,0.0317085,0.1881975,0.4755605,0.52565
584,0.80121,0.493826,0.440502,0.00994825,0.02857945,0.03159645,0.1888415,0.4775945,0.5279
585,0.80057,0.4918985,0.4384,0.00994775,0.02848825,0.03146775,0.1894845,0.479613,0.53013
586,0.799935,0.4900035,0.4363365,0.00994175,0.02838205,0.03132295,0.190125,0.4816145,0.53234
587,0.799305,0.4881415,0.4343125,0.0099303,0.0282613,0.03116255,0.1907625,0.4835975,0.534525
588,0.79869,0.4863135,0.432329,0.0099135,0.0281264,0.0309871,0.191397,0.48556,0.536685
589,0.79808,0.4845215,0.4303875,0.00989145,0.0279779,0.03079725,0.192027,0.4875005,0.538815
590,0.797485,0.482766,0.428488,0.0098642,0.02781625,0.0305935,0.192653,0.4894175,0.54092
591,0.796895,0.481048,0.4266325,0.00983195,0.027642,0.0303766,0.1932735,0.49131,0.54299
592,0.796315,0.479368,0.424821,0.0097948,0.02745565,0.03014705,0.1938885,0.4931765,0.54503
593,0.79575,0.477727,0.4230545,0.0097529,0.0272578,0.02990565,0.194497,0.495015,0.54704
594,0.795195,0.476126,0.4213335,0.0097064,0.027049,0.0296529,0.1950985,0.496825,0.549015
595,0.79465,0.474565,0.4196585,0.0096554,0.02682985,0.0293896,0.195693,0.498605,0.55095
596,0.79412,0.473045,0.4180305,0.00960015,0.0266009,0.02911635,0.1962795,0.500355,0.552855
597,0.7936,0.471566,0.416449,0.0095408,0.0263627,0.02883385,0.196858,0.50207,0.554715
598,0.793095,0.4701285,0.4149145,0.0094775,0.0261159,0.0285427,0.1974275,0.503755,0.556545
599,0.7926,0.468733,0.4134275,0.0094104,0.02586105,0.0282436,0.197988,0.505405,0.55833
600,0.79212,0.46738,0.411988,0.0093397,0.02559875,0.02793725,0.1985385,0.50702,0.560075
601,0.791655,0.466069,0.410596,0.00926565,0.02532955,0.0276242,0.1990795,0.5086,0.56178
602,0.7912,0.4648005,0.4092515,0.00918835,0.025054,0.0273051,0.19961,0.510145,0.563445
603,0.79076,0.463574,0.4079545,0.009108,0.0247727,0.02698065,0.20013,0.511655,0.565065
604,0.790335,0.4623905,0.406705,0.0090248,0.0244862,0.02665135,0.200639,0.513125,0.566645
605,0.789925,0.461249,0.4055025,0.00893895,0.024195,0.02631785,0.201137,0.514555,0.56818
606,0.789525,0.4601495,0.404347,0.00885065,0.0238997,0.0259807,0.201623,0.51595,0.56967
607,0.78914,0.4590925,0.403238,0.00876,0.02360075,0.02564045,0.2020975,0.517305,0.57112
608,0.788775,0.4580775,0.4021755,0.0086673,0.02329865,0.02529765,0.20256,0.518625,0.572525
609,0.788415,0.4571035,0.4011585,0.0085726,0.02299395,0.02495285,0.2030105,0.5199,0.57389
610,0.788075,0.4561715,0.4001875,0.0084762,0.02268705,0.02460645,0.2034485,0.52114,0.575205
611,0.78775,0.45528,0.3992615,0.0083782,0.0223784,0.02425905,0.2038735,0.52234,0.57648
612,0.787435,0.4544295,0.39838,0.0082788,0.02206845,0.023911,0.2042865,0.5235,0.57771
613,0.787135,0.453619,0.397543,0.00817815,0.02175765,0.0235628,0.2046865,0.524625,0.578895
614,0.78685,0.4528485,0.396749,0.0080764,0.02144635,0.02321485,0.2050735,0.525705,0.580035
615,0.78658,0.452117,0.3959985,0.0079737,0.02113495,0.0228675,0.2054475,0.52675,0.581135
616,0.78632,0.4514245,0.39529,0.00787025,0.0208238,0.02252115,0.2058085,0.52775,0.58219
617,0.786075,0.4507705,0.3946235,0.00776615,0.02051325,0.0221762,0.2061565,0.528715,0.5832
618,0.785845,0.4501545,0.3939985,0.00766155,0.02020365,0.0218329,0.2064915,0.52964,0.58417
619,0.78563,0.4495755,0.3934135,0.0075566,0.01989525,0.02149165,0.2068135,0.53053,0.585095
620,0.785425,0.449033,0.3928685,0.00745145,0.0195884,0.02115265,0.207122,0.53138,0.58598
621,0.785235,0.4485275,0.392363,0.0073462,0.01928335,0.0208162,0.2074175,0.53219,0.58682
622,0.78506,0.448057,0.391896,0.00724095,0.0189803,0.0204826,0.2077,0.532965,0.58762
623,0.784895,0.4476215,0.3914665,0.00713585,0.01867955,0.02015205,0.2079695,0.5337,0.58838
624,0.784745,0.4472205,0.3910745,0.00703095,0.01838135,0.0198247,0.2082255,0.5344,0.5891
625,0.784605,0.4468535,0.390719,0.0069264,0.0180858,0.01950085,0.208469,0.53506,0.58978
626,0.78448,0.4465195,0.390399,0.00682235,0.0177932,0.01918065,0.2087,0.535685,0.59042
627,0.784365,0.446218,0.390114,0.00671875,0.01750365,0.01886425,0.208918,0.53628,0.59102
628,0.78426,0.4459485,0.3898635,0.0066158,0.01721735,0.0185518,0.2091235,0.536835,0.591585
629,0.78417,0.4457105,0.3896465,0.0065136,0.01693445,0.01824345,0.209316,0.537355,0.59211
630,0.78409,0.445503,0.3894625,0.0064121,0.01665505,0.0179393,0.2094965,0.53784,0.5926
631,0.784025,0.4453255,0.3893105,0.0063115,0.01637925,0.01763945,0.2096645,0.538295,0.59305
632,0.78397,0.4451775,0.3891905,0.00621175,0.0161072,0.01734405,0.2098205,0.538715,0.593465
633,0.78392,0.4450585,0.389101,0.006113,0.015839,0.0170531,0.209965,0.539105,0.593845
634,0.78389,0.4449675,0.3890415,0.0060153,0.01557475,0.01676675,0.210097,0.53946,0.59419
635,0.783865,0.444904,0.3890115,0.00591865,0.01531445,0.016485,0.2102175,0.53978,0.594505
636,0.78385,0.444867,0.3890105,0.00582315,0.0150582,0.01620795,0.2103265,0.540075,0.59478
637,0.783845,0.444857,0.389037,0.0057288,0.0148061,0.0159356,0.210424,0.540335,0.595025
638,0.783855,0.4448725,0.3890915,0.00563565,0.01455815,0.015668,0.2105105,0.54057,0.59524
639,0.78387,0.444913,0.3891725,0.00554375,0.01431435,0.01540515,0.210586,0.540775,0.59542
640,0.783895,0.444978,0.3892795,0.0054531,0.0140748,0.0151471,0.2106505,0.540945,0.595575
641,0.78393,0.445067,0.389412,0.00536375,0.01383945,0.0148938,0.2107045,0.541095,0.595695
642,0.783975,0.445179,0.389569,0.00527575,0.0136084,0.0146453,0.210748,0.54121,0.595785
643,0.78403,0.445314,0.3897505,0.0051891,0.01338155,0.01440155,0.210781,0.541305,0.59585
644,0.78409,0.4454715,0.3899555,0.0051038,0.013159,0.0141626,0.210804,0.54137,0.59588
645,0.784165,0.44565,0.3901835,0.0050199,0.0129407,0.01392835,0.210817,0.54141,0.59589
646,0.78424,0.44585,0.3904335,0.00493739,0.0127266,0.0136988,0.2108205,0.541425,0.59587
647,0.78433,0.4460705,0.3907055,0.00485627,0.01251675,0.013474,0.210814,0.541415,0.59582
648,0.784425,0.446311,0.3909985,0.00477656,0.0123111,0.0132538,0.2107985,0.54138,0.59575
649,0.78453,0.4465705,0.391312,0.00469826,0.0121096,0.0130382,0.210774,0.54132,0.59565
650,0.78464,0.4468495,0.391646,0.00462138,0.01191225,0.0128272,0.2107405,0.54124,0.595525
651,0.784755,0.4471465,0.391999,0.00454592,0.01171905,0.0126207,0.210698,0.541135,0.59538
652,0.78488,0.447462,0.392371,0.004471875,0.0115299,0.0124187,0.210647,0.54101,0.59521
653,0.785015,0.4477945,0.3927615,0.004399245,0.0113448,0.0122211,0.2105875,0.54086,0.595015
654,0.78515,0.448144,0.39317,0.00432802,0.01116365,0.01202785,0.2105195,0.540695,0.5948
655,0.7853,0.4485095,0.3935955,0.0042582,0.0109865,0.01183895,0.210444,0.540505,0.594565
656,0.78545,0.4488915,0.394038,0.004189775,0.01081325,0.01165435,0.2103605,0.540295,0.59431
657,0.78561,0.449289,0.394497,0.00412274,0.01064385,0.0114739,0.210269,0.540065,0.59403
658,0.78577,0.4497015,0.394972,0.00405708,0.01047825,0.0112976,0.2101705,0.53982,0.59373
659,0.785945,0.450129,0.395462,0.003992785,0.0103164,0.0111254,0.2100645,0.539555,0.593415
660,0.78612,0.45057,0.395967,0.003929845,0.01015825,0.0109572,0.2099515,0.53927,0.593075
661,0.7863,0.4510255,0.396487,0.003868245,0.0100038,0.01079295,0.2098315,0.53897,0.59272
662,0.78649,0.451494,0.3970205,0.003807975,0.0098529,0.0106326,0.2097045,0.538655,0.592345
663,0.78668,0.4519755,0.397568,0.003749015,0.00970555,0.01047605,0.209571,0.53832,0.591955
664,0.78688,0.4524695,0.398128,0.003691355,0.0095617,0.0103233,0.209431,0.53797,0.59155
665,0.78708,0.452976,0.3987015,0.003634975,0.00942125,0.01017425,0.209285,0.537605,0.591125
666,0.787285,0.453494,0.399287,0.00357986,0.0092842,0.01002885,0.2091325,0.53722,0.590685
667,0.7875,0.4540235,0.3998845,0.003525995,0.00915045,0.009887,0.2089745,0.536825,0.59023
668,0.787715,0.454564,0.400494,0.00347336,0.00902,0.00974865,0.2088105,0.536415,0.58976
669,0.787935,0.4551155,0.401114,0.00342194,0.0088927,0.00961375,0.208641,0.53599,0.58927
670,0.78816,0.455677,0.401745,0.003371715,0.00876855,0.00948225,0.208466,0.535555,0.58877
671,0.78839,0.4562485,0.402387,0.00332267,0.0086475,0.00935405,0.208286,0.535105,0.58826
672,0.788625,0.4568295,0.4030385,0.003274785,0.0085295,0.00922915,0.2081005,0.53464,0.58773
673,0.78886,0.4574205,0.4037,0.003228045,0.00841445,0.0091074,0.20791,0.534165,0.587195
674,0.789105,0.45802,0.4043705,0.003182425,0.00830235,0.0089888,0.2077145,0.53368,0.58664
675,0.78935,0.458628,0.4050505,0.00313791,0.0081931,0.0088733,0.2075145,0.53318,0.586075
676,0.789595,0.459245,0.405739,0.003094485,0.0080867,0.00876075,0.20731,0.53267,0.5855
677,0.789845,0.4598695,0.406436,0.003052125,0.007983,0.0086512,0.2071005,0.532145,0.584915
678,0.7901,0.460502,0.407141,0.003010815,0.00788205,0.00854455,0.2068875,0.531615,0.584315
679,0.79036,0.461142,0.407854,0.00297054,0.00778375,0.00844075,0.20667,0.531075,0.583705
680,0.79062,0.4617895,0.4085745,0.002931275,0.00768805,0.00833975,0.206448,0.530525,0.583085
681,0.790885,0.4624435,0.409302,0.00289301,0.0075949,0.00824145,0.2062225,0.52996,0.582455
682,0.79115,0.4631045,0.410036,0.002855715,0.00750425,0.0081458,0.2059935,0.52939,0.58182
683,0.79142,0.4637715,0.410777,0.002819385,0.0074161,0.00805285,0.2057605,0.52881,0.58117
684,0.79169,0.464445,0.4115245,0.002783995,0.0073303,0.00796245,0.205524,0.528225,0.580515
685,0.791965,0.4651245,0.412278,0.002749535,0.0072469,0.00787455,0.205284,0.52763,0.579845
