t,pSv,pSh,pSr,pIv,pIh,pIr,pRv,pRh,pRr
686,0.792245,0.4658095,0.4130375,0.002715975,0.0071658,0.00778915,0.205041,0.527025,0.579175
687,0.79252,0.4664995,0.413802,0.00268331,0.00708695,0.00770615,0.2047945,0.526415,0.57849
688,0.792805,0.467195,0.414572,0.00265152,0.00701035,0.00762555,0.204545,0.525795,0.5778
689,0.793085,0.4678955,0.415347,0.002620585,0.00693595,0.00754725,0.2042925,0.52517,0.577105
690,0.79337,0.4686005,0.416127,0.00259049,0.00686365,0.00747125,0.2040375,0.524535,0.5764
691,0.79366,0.4693105,0.4169115,0.002561225,0.00679345,0.0073975,0.203779,0.523895,0.57569
692,0.79395,0.470024,0.4177005,0.002532765,0.00672535,0.00732595,0.2035185,0.52325,0.574975
693,0.79424,0.470742,0.418493,0.0025051,0.00665925,0.0072566,0.203255,0.5226,0.57425
694,0.79453,0.4714635,0.41929,0.00247822,0.0065951,0.0071893,0.2029895,0.52194,0.57352
695,0.794825,0.472189,0.4200905,0.0024521,0.00653295,0.0071241,0.2027215,0.52128,0.572785
696,0.79512,0.4729175,0.420894,0.00242673,0.00647265,0.00706095,0.202451,0.52061,0.572045
697,0.79542,0.4736495,0.421701,0.0024021,0.00641425,0.0069998,0.2021785,0.519935,0.5713
698,0.79572,0.4743845,0.422511,0.00237819,0.0063577,0.0069406,0.2019035,0.51926,0.57055
699,0.79602,0.4751225,0.423324,0.002354985,0.0063029,0.0068833,0.201627,0.518575,0.569795
700,0.79632,0.475863,0.4241395,0.00233248,0.0062499,0.00682795,0.2013485,0.517885,0.569035
701,0.79662,0.4766055,0.4249575,0.00231066,0.00619865,0.0067744,0.201068,0.517195,0.56827
702,0.796925,0.477351,0.4257775,0.002289505,0.0061491,0.0067227,0.200786,0.5165,0.5675
703,0.79723,0.478098,0.4265995,0.00226901,0.0061012,0.0066728,0.2005025,0.5158,0.56673
704,0.797535,0.4788475,0.4274235,0.002249165,0.00605495,0.00662465,0.200217,0.5151,0.56595
705,0.79784,0.479598,0.428249,0.00222995,0.0060103,0.00657825,0.19993,0.51439,0.565175
706,0.798145,0.4803505,0.429076,0.00221136,0.0059673,0.00653355,0.199642,0.51368,0.56439
707,0.798455,0.4811045,0.4299045,0.00219338,0.0059258,0.0064905,0.1993525,0.51297,0.563605
708,0.79876,0.48186,0.430734,0.002176,0.00588585,0.00644915,0.1990615,0.512255,0.562815
709,0.79907,0.482616,0.431564,0.002159215,0.00584745,0.00640935,0.1987695,0.511535,0.562025
710,0.79938,0.4833735,0.4323955,0.002143005,0.0058105,0.0063712,0.1984765,0.510815,0.561235
711,0.79969,0.4841315,0.433227,0.00212737,0.00577505,0.0063346,0.198182,0.510095,0.56044
712,0.8,0.48489,0.4340595,0.002112295,0.005741,0.00629955,0.197887,0.50937,0.55964
713,0.80031,0.4856495,0.434892,0.002097775,0.0057084,0.00626605,0.197591,0.50864,0.55884
714,0.80062,0.486409,0.435725,0.002083795,0.00567715,0.00623405,0.197294,0.507915,0.55804
715,0.800935,0.4871685,0.4365575,0.002070345,0.0056473,0.0062035,0.196996,0.507185,0.55724
716,0.801245,0.487928,0.43739,0.002057425,0.00561885,0.0061744,0.1966975,0.506455,0.556435
717,0.801555,0.488688,0.438222,0.002045025,0.0055917,0.0061468,0.1963985,0.50572,0.55563
718,0.80187,0.489447,0.4390535,0.00203313,0.00556585,0.0061206,0.196099,0.504985,0.554825
719,0.80218,0.490206,0.4398845,0.00202174,0.00554135,0.0060958,0.1957985,0.504255,0.55402
720,0.80249,0.4909645,0.440715,0.002010845,0.0055181,0.00607235,0.195498,0.503515,0.553215
721,0.802805,0.4917225,0.441544,0.00200044,0.0054961,0.00605035,0.1951965,0.50278,0.552405
722,0.803115,0.4924795,0.4423725,0.00199051,0.0054754,0.00602965,0.194895,0.502045,0.5516
723,0.803425,0.4932355,0.4431995,0.00198106,0.0054559,0.0060103,0.1945935,0.50131,0.55079
724,0.803735,0.493991,0.444025,0.001972075,0.00543765,0.0059923,0.194291,0.50057,0.549985
725,0.80405,0.4947445,0.444849,0.00196355,0.00542065,0.00597555,0.193989,0.4998345,0.549175
726,0.80436,0.4954975,0.4456715,0.001955485,0.0054048,0.00596015,0.1936865,0.499098,0.54837
727,0.80467,0.4962485,0.4464925,0.00194787,0.00539015,0.00594605,0.193384,0.4983615,0.54756
728,0.80498,0.496998,0.447311,0.0019407,0.00537665,0.0059332,0.1930815,0.497625,0.546755
729,0.805285,0.497746,0.448128,0.00193397,0.00536435,0.0059216,0.192779,0.4968895,0.54595
730,0.805595,0.4984925,0.4489425,0.001927675,0.0053532,0.0059113,0.1924765,0.4961545,0.545145
